"","id","y","time","trait","measure","family","Sex","CapAgeYears","Twin","jdateMC","birthjdateMC","PopDensMC","MumAge"
"13954",12028,154,2020,"s","LHL","gaussian",1,1,1,12.2497233493176,-3.20435263740318,0.655846551088132,6
"13866",10071,152,2020,"s","LHL","gaussian",1,1,1,11.2497233493176,-2.20435263740318,0.655846551088132,7
"13894",13391,158,2020,"s","LHL","gaussian",1,1,1,7.24972334931761,0.795647362596824,0.655846551088132,5
"13895",8769,162,2020,"s","LHL","gaussian",1,1,1,7.24972334931761,0.795647362596824,0.655846551088132,5
"13913",770,150,2020,"s","LHL","gaussian",2,1,1,10.2497233493176,2.79564736259682,0.655846551088132,7
"13932",4384,160,2020,"s","LHL","gaussian",2,1,1,0.249723349317605,5.79564736259682,0.655846551088132,5
"13993",8706,145,2021,"s","LHL","gaussian",1,1,1,9.24972334931761,-13.2043526374032,55.6558465510881,6
"13994",12092,140,2021,"s","LHL","gaussian",1,1,1,9.24972334931761,-13.2043526374032,55.6558465510881,6
"14032",7005,146,2021,"s","LHL","gaussian",2,1,1,9.24972334931761,-4.20435263740318,55.6558465510881,9
"14037",7952,159,2021,"s","LHL","gaussian",2,1,1,7.24972334931761,-4.20435263740318,55.6558465510881,3
"14054",347,132,2021,"s","LHL","gaussian",1,1,1,7.24972334931761,-4.20435263740318,55.6558465510881,6
"14055",10705,145,2021,"s","LHL","gaussian",2,1,1,7.24972334931761,-4.20435263740318,55.6558465510881,6
"14107",10312,141,2021,"s","LHL","gaussian",2,1,1,2.24972334931761,2.79564736259682,55.6558465510881,9
"14108",9108,135,2021,"s","LHL","gaussian",1,1,1,2.24972334931761,2.79564736259682,55.6558465510881,9
"14112",10434,155,2021,"s","LHL","gaussian",1,1,1,0.249723349317605,2.79564736259682,55.6558465510881,6
"14111",5109,156,2021,"s","LHL","gaussian",2,1,1,0.249723349317605,2.79564736259682,55.6558465510881,6
"14119",4091,164,2021,"s","LHL","gaussian",2,1,1,0.249723349317605,2.79564736259682,55.6558465510881,9
"14156",6631,154,2021,"s","LHL","gaussian",2,1,1,2.24972334931761,5.79564736259682,55.6558465510881,5
"14352",14366,153,2022,"s","LHL","gaussian",2,1,1,4.24972334931761,-6.20435263740318,13.6558465510881,9
"14380",14347,154,2022,"s","LHL","gaussian",2,1,1,-1.75027665068239,-3.20435263740318,13.6558465510881,6
"14416",14382,115,2022,"s","LHL","gaussian",2,0,1,4.24972334931761,-2.20435263740318,13.6558465510881,4
"14417",14351,142,2022,"s","LHL","gaussian",2,1,1,4.24972334931761,-2.20435263740318,13.6558465510881,4
"14439",14376,147,2022,"s","LHL","gaussian",1,1,1,-1.75027665068239,4.79564736259682,13.6558465510881,4
"14468",14401,139,2022,"s","LHL","gaussian",2,0,1,4.24972334931761,2.79564736259682,13.6558465510881,4
"14469",14346,126,2022,"s","LHL","gaussian",2,0,1,4.24972334931761,2.79564736259682,13.6558465510881,4
"4055",944,173,1988,"s","LHL","gaussian",2,1,0,10.2497233493176,-12.2043526374032,-44.3441534489119,9
"4174",9026,178,1988,"s","LHL","gaussian",2,1,0,12.2497233493176,-3.20435263740318,-44.3441534489119,9
"4141",1549,180,1988,"s","LHL","gaussian",2,1,0,10.2497233493176,-3.20435263740318,-44.3441534489119,7
"4654",7794,131,1991,"s","LHL","gaussian",2,0,0,1.24972334931761,7.79564736259682,-87.3441534489119,10
"4766",11867,166,1992,"s","LHL","gaussian",2,2,0,-1.75027665068239,0.795647362596824,-180.344153448912,10
"4232",346,178,1989,"s","LHL","gaussian",2,0,0,1.24972334931761,-9.20435263740318,-290.344153448912,6
"4150",9429,173,1988,"s","LHL","gaussian",2,1,0,12.2497233493176,-1.20435263740318,-44.3441534489119,5
"4414",1989,168,1990,"s","LHL","gaussian",2,1,0,0.249723349317605,7.79564736259682,-211.344153448912,7
"4097",12381,182,1988,"s","LHL","gaussian",2,1,0,17.2497233493176,-7.20435263740318,-44.3441534489119,5
"4810",5931,147,1992,"s","LHL","gaussian",2,2,0,-1.75027665068239,0.795647362596824,-180.344153448912,9
"4383",1438,167,1990,"s","LHL","gaussian",2,2,0,0.249723349317605,-1.20435263740318,-211.344153448912,7
"4559",11332,180,1991,"s","LHL","gaussian",2,1,0,5.24972334931761,-7.20435263740318,-87.3441534489119,8
"4099",11495,173,1988,"s","LHL","gaussian",2,1,0,9.24972334931761,-6.20435263740318,-44.3441534489119,4
"4136",406,183,1988,"s","LHL","gaussian",2,1,0,12.2497233493176,-3.20435263740318,-44.3441534489119,4
"4176",8965,183,1988,"s","LHL","gaussian",2,1,0,12.2497233493176,4.79564736259682,-44.3441534489119,4
"4777",3288,174,1992,"s","LHL","gaussian",2,1,0,-0.750276650682395,3.79564736259682,-180.344153448912,8
"4649",12099,170,1991,"s","LHL","gaussian",2,1,0,2.24972334931761,4.79564736259682,-87.3441534489119,7
"4135",5546,178,1988,"s","LHL","gaussian",2,3,0,17.2497233493176,-3.20435263740318,-44.3441534489119,4
"4767",3595,174,1992,"s","LHL","gaussian",2,3,0,-0.750276650682395,0.795647362596824,-180.344153448912,8
"5616",1986,153,1996,"s","LHL","gaussian",2,1,0,5.24972334931761,6.79564736259682,73.6558465510881,12
"4759",701,161,1992,"s","LHL","gaussian",2,0,0,-0.750276650682395,0.795647362596824,-180.344153448912,8
"4392",5673,169,1990,"s","LHL","gaussian",2,2,0,0.249723349317605,0.795647362596824,-211.344153448912,6
"4106",11710,178,1988,"s","LHL","gaussian",2,1,0,15.2497233493176,-6.20435263740318,-44.3441534489119,4
"4130",13641,174,1988,"s","LHL","gaussian",2,1,0,14.2497233493176,-3.20435263740318,-44.3441534489119,4
"4750",3131,165,1992,"s","LHL","gaussian",2,1,0,-1.75027665068239,-2.20435263740318,-180.344153448912,7
"4643",1785,167,1991,"s","LHL","gaussian",2,1,0,1.24972334931761,4.79564736259682,-87.3441534489119,6
"4068",11513,154,1988,"s","LHL","gaussian",2,1,0,12.2497233493176,-11.2043526374032,-44.3441534489119,2
"4103",266,171,1988,"s","LHL","gaussian",2,1,0,9.24972334931761,-6.20435263740318,-44.3441534489119,2
"4188",8095,148,1988,"s","LHL","gaussian",2,1,0,10.2497233493176,-12.2043526374032,-44.3441534489119,2
"4118",12809,165,1988,"s","LHL","gaussian",2,1,0,12.2497233493176,-4.20435263740318,-44.3441534489119,2
"4771",6294,174,1992,"s","LHL","gaussian",2,1,0,1.24972334931761,2.79564736259682,-180.344153448912,6
"4107",3331,172,1988,"s","LHL","gaussian",2,1,0,10.2497233493176,-5.20435263740318,-44.3441534489119,2
"5217",5134,163,1994,"s","LHL","gaussian",2,1,0,4.24972334931761,3.79564736259682,-66.3441534489119,8
"4049",11956,178,1988,"s","LHL","gaussian",2,1,0,17.2497233493176,-14.2043526374032,-44.3441534489119,2
"5193",7609,156,1994,"s","LHL","gaussian",2,1,0,2.24972334931761,-0.204352637403176,-66.3441534489119,8
"5875",941,155,1997,"s","LHL","gaussian",2,0,0,-2.75027665068239,4.79564736259682,40.6558465510881,11
"4116",234,152,1988,"s","LHL","gaussian",2,1,0,10.2497233493176,-4.20435263740318,-44.3441534489119,1
"5403",7898,168,1995,"s","LHL","gaussian",2,4,0,6.24972334931761,9.79564736259682,-144.344153448912,8
"4110",10470,148,1988,"s","LHL","gaussian",2,1,0,10.2497233493176,-5.20435263740318,-44.3441534489119,1
"4047",13765,152,1988,"s","LHL","gaussian",2,1,0,12.2497233493176,-21.2043526374032,-44.3441534489119,1
"5049",4035,168,1993,"s","LHL","gaussian",2,1,0,-1.75027665068239,6.79564736259682,-58.3441534489119,6
"5222",3471,166,1994,"s","LHL","gaussian",2,1,0,4.24972334931761,5.79564736259682,-66.3441534489119,7
"4530",6844,163,1991,"s","LHL","gaussian",2,1,0,1.24972334931761,-18.2043526374032,-87.3441534489119,4
"5379",14254,170,1995,"s","LHL","gaussian",2,4,0,1.24972334931761,5.79564736259682,-144.344153448912,8
"4640",1074,172,1991,"s","LHL","gaussian",2,1,0,2.24972334931761,2.79564736259682,-87.3441534489119,4
"4772",6480,171,1992,"s","LHL","gaussian",2,1,0,-0.750276650682395,1.79564736259682,-180.344153448912,5
"5024",8347,172,1993,"s","LHL","gaussian",2,2,0,-1.75027665068239,2.79564736259682,-58.3441534489119,6
"5683",11936,173,1996,"s","LHL","gaussian",2,1,0,2.24972334931761,7.79564736259682,73.6558465510881,9
"5902",9982,170,1997,"s","LHL","gaussian",2,1,0,-2.75027665068239,9.79564736259682,40.6558465510881,10
"6152",1781,163,1998,"s","LHL","gaussian",2,1,0,-1.75027665068239,3.79564736259682,89.6558465510881,11
"4175",13748,149,1988,"s","LHL","gaussian",2,1,0,9.24972334931761,2.79564736259682,-44.3441534489119,1
"5881",12011,155,1997,"s","LHL","gaussian",2,1,0,-2.75027665068239,6.79564736259682,40.6558465510881,10
"4162",1175,173,1988,"s","LHL","gaussian",2,1,0,15.2497233493176,-0.204352637403176,-44.3441534489119,1
"4641",5102,175,1991,"s","LHL","gaussian",2,3,0,2.24972334931761,3.79564736259682,-87.3441534489119,3
"5745",4005,149,1997,"s","LHL","gaussian",2,1,0,-2.75027665068239,-15.2043526374032,40.6558465510881,9
"5610",6567,182,1996,"s","LHL","gaussian",2,1,0,4.24972334931761,2.79564736259682,73.6558465510881,8
"5180",8272,164,1994,"s","LHL","gaussian",2,1,0,4.24972334931761,-2.20435263740318,-66.3441534489119,6
"5563",6745,170,1996,"s","LHL","gaussian",2,1,0,1.24972334931761,1.79564736259682,73.6558465510881,8
"6110",4461,142,1998,"s","LHL","gaussian",2,1,0,-2.75027665068239,3.79564736259682,89.6558465510881,10
"5878",4820,170,1997,"s","LHL","gaussian",2,1,0,1.24972334931761,1.79564736259682,40.6558465510881,9
"4925",1037,178,1993,"s","LHL","gaussian",2,2,0,3.24972334931761,-6.20435263740318,-58.3441534489119,4
"4546",6169,164,1991,"s","LHL","gaussian",2,1,0,1.24972334931761,-11.2043526374032,-87.3441534489119,2
"4936",9817,183,1993,"s","LHL","gaussian",2,1,0,-1.75027665068239,-5.20435263740318,-58.3441534489119,4
"6004",6029,166,1998,"s","LHL","gaussian",2,1,0,-2.75027665068239,-5.20435263740318,89.6558465510881,9
"5135",1684,155,1994,"s","LHL","gaussian",2,1,0,6.24972334931761,-7.20435263740318,-66.3441534489119,5
"6088",9719,166,1998,"s","LHL","gaussian",2,1,0,0.249723349317605,1.79564736259682,89.6558465510881,9
"4784",7169,162,1992,"s","LHL","gaussian",2,1,0,2.24972334931761,0.795647362596824,-180.344153448912,3
"5143",3525,157,1994,"s","LHL","gaussian",2,1,0,8.24972334931761,-5.20435263740318,-66.3441534489119,5
"5820",7668,143,1997,"s","LHL","gaussian",2,1,0,0.249723349317605,-0.204352637403176,40.6558465510881,8
"5507",11508,175,1996,"s","LHL","gaussian",2,1,0,1.24972334931761,-14.2043526374032,73.6558465510881,7
"4932",5206,181,1993,"s","LHL","gaussian",2,1,0,-1.75027665068239,-5.20435263740318,-58.3441534489119,4
"5139",9965,169,1994,"s","LHL","gaussian",2,1,0,4.24972334931761,-6.20435263740318,-66.3441534489119,5
"5334",3507,171,1995,"s","LHL","gaussian",2,2,0,4.24972334931761,-0.204352637403176,-144.344153448912,6
"5595",7225,174,1996,"s","LHL","gaussian",2,1,0,2.24972334931761,2.79564736259682,73.6558465510881,7
"4645",7503,165,1991,"s","LHL","gaussian",2,1,0,1.24972334931761,1.79564736259682,-87.3441534489119,2
"4910",388,174,1993,"s","LHL","gaussian",2,2,0,1.24972334931761,-11.2043526374032,-58.3441534489119,4
"5510",5007,171,1996,"s","LHL","gaussian",2,1,0,0.249723349317605,-13.2043526374032,73.6558465510881,7
"5151",4595,174,1994,"s","LHL","gaussian",2,1,0,2.24972334931761,-5.20435263740318,-66.3441534489119,5
"5857",5154,171,1997,"s","LHL","gaussian",2,1,0,3.24972334931761,2.79564736259682,40.6558465510881,8
"4443",10416,162,1990,"s","LHL","gaussian",2,1,0,0.249723349317605,10.7956473625968,-211.344153448912,1
"5864",11044,163,1997,"s","LHL","gaussian",2,1,0,-2.75027665068239,4.79564736259682,40.6558465510881,8
"6578",13543,174,2000,"s","LHL","gaussian",2,2,0,-5.75027665068239,3.79564736259682,-40.3441534489119,10
"4719",12618,161,1992,"s","LHL","gaussian",2,3,0,-1.75027665068239,-14.2043526374032,-180.344153448912,2
"5025",13550,164,1993,"s","LHL","gaussian",2,1,0,1.24972334931761,2.79564736259682,-58.3441534489119,3
"5317",12658,156,1995,"s","LHL","gaussian",2,1,0,6.24972334931761,-7.20435263740318,-144.344153448912,5
"5535",8830,165,1996,"s","LHL","gaussian",2,1,0,2.24972334931761,-2.20435263740318,73.6558465510881,6
"5743",13920,156,1997,"s","LHL","gaussian",2,1,0,1.24972334931761,-13.2043526374032,40.6558465510881,7
"6029",2877,150,1998,"s","LHL","gaussian",2,1,0,2.24972334931761,-4.20435263740318,89.6558465510881,8
"4977",14033,173,1993,"s","LHL","gaussian",2,1,0,2.24972334931761,-1.20435263740318,-58.3441534489119,3
"4738",13307,156,1992,"s","LHL","gaussian",2,1,0,-1.75027665068239,-5.20435263740318,-180.344153448912,2
"5528",13380,171,1996,"s","LHL","gaussian",2,3,0,0.249723349317605,-2.20435263740318,73.6558465510881,6
"4730",9583,160,1992,"s","LHL","gaussian",2,1,0,-0.750276650682395,-8.20435263740318,-180.344153448912,2
"6143",4936,165,1998,"s","LHL","gaussian",2,1,0,0.249723349317605,3.79564736259682,89.6558465510881,8
"4570",6578,149,1991,"s","LHL","gaussian",2,0,0,1.24972334931761,-5.20435263740318,-87.3441534489119,1
"4792",8413,164,1992,"s","LHL","gaussian",2,2,0,-0.750276650682395,15.7956473625968,-180.344153448912,2
"6153",1018,161,1998,"s","LHL","gaussian",2,1,0,-2.75027665068239,5.79564736259682,89.6558465510881,8
"6284",7793,165,1999,"s","LHL","gaussian",2,3,0,-4.75027665068239,-1.20435263740318,-176.344153448912,9
"5028",662,174,1993,"s","LHL","gaussian",2,1,0,3.24972334931761,1.79564736259682,-58.3441534489119,3
"5184",3472,158,1994,"s","LHL","gaussian",2,1,0,4.24972334931761,-2.20435263740318,-66.3441534489119,4
"5696",5790,177,1996,"s","LHL","gaussian",2,1,0,4.24972334931761,0.795647362596824,73.6558465510881,6
"5918",4969,164,1997,"s","LHL","gaussian",2,1,0,-2.75027665068239,6.79564736259682,40.6558465510881,7
"6326",11665,172,1999,"s","LHL","gaussian",2,3,0,-1.75027665068239,3.79564736259682,-176.344153448912,9
"5641",7838,169,1996,"s","LHL","gaussian",2,1,0,1.24972334931761,4.79564736259682,73.6558465510881,6
"5854",6087,170,1997,"s","LHL","gaussian",2,1,0,-2.75027665068239,2.79564736259682,40.6558465510881,7
"5042",4905,172,1993,"s","LHL","gaussian",2,1,0,3.24972334931761,5.79564736259682,-58.3441534489119,3
"6158",10301,169,1998,"s","LHL","gaussian",2,1,0,-2.75027665068239,7.79564736259682,89.6558465510881,8
"5114",11085,176,1994,"s","LHL","gaussian",2,1,0,2.24972334931761,-13.2043526374032,-66.3441534489119,4
"5134",4029,164,1994,"s","LHL","gaussian",2,0,0,2.24972334931761,-7.20435263740318,-66.3441534489119,4
"4558",12540,150,1991,"s","LHL","gaussian",2,1,0,2.24972334931761,-8.20435263740318,-87.3441534489119,1
"5324",12670,160,1995,"s","LHL","gaussian",2,2,0,5.24972334931761,-3.20435263740318,-144.344153448912,5
"5533",7364,172,1996,"s","LHL","gaussian",2,1,0,2.24972334931761,-2.20435263740318,73.6558465510881,6
"5122",7984,168,1994,"s","LHL","gaussian",2,1,0,2.24972334931761,-9.20435263740318,-66.3441534489119,4
"6087",13948,165,1998,"s","LHL","gaussian",2,1,0,2.24972334931761,1.79564736259682,89.6558465510881,8
"5071",4077,170,1993,"s","LHL","gaussian",2,6,0,2.24972334931761,-2.20435263740318,-58.3441534489119,3
"5130",13236,151,1994,"s","LHL","gaussian",2,1,0,2.24972334931761,-8.20435263740318,-66.3441534489119,4
"5753",9232,164,1997,"s","LHL","gaussian",2,2,0,3.24972334931761,-9.20435263740318,40.6558465510881,7
"4626",1935,147,1991,"s","LHL","gaussian",2,1,0,1.24972334931761,0.795647362596824,-87.3441534489119,1
"4965",876,174,1993,"s","LHL","gaussian",2,2,0,-1.75027665068239,-3.20435263740318,-58.3441534489119,3
"4799",827,148,1992,"s","LHL","gaussian",2,1,0,-1.75027665068239,72.7956473625968,-180.344153448912,2
"5150",5119,168,1994,"s","LHL","gaussian",2,1,0,6.24972334931761,-5.20435263740318,-66.3441534489119,4
"5689",14037,175,1996,"s","LHL","gaussian",2,3,0,2.24972334931761,-1.20435263740318,73.6558465510881,6
"6039",1658,145,1998,"s","LHL","gaussian",2,1,0,0.249723349317605,-5.20435263740318,89.6558465510881,8
"5876",2297,165,1997,"s","LHL","gaussian",2,1,0,1.24972334931761,1.79564736259682,40.6558465510881,7
"5532",4024,173,1996,"s","LHL","gaussian",2,3,0,2.24972334931761,-2.20435263740318,73.6558465510881,6
"6123",10100,166,1998,"s","LHL","gaussian",2,1,0,0.249723349317605,3.79564736259682,89.6558465510881,8
"6148",10295,177,1998,"s","LHL","gaussian",2,1,0,-2.75027665068239,4.79564736259682,89.6558465510881,8
"7779",5838,140,2004,"s","LHL","gaussian",2,0,0,-1.75027665068239,-14.2043526374032,169.655846551088,14
"6162",2750,151,1998,"s","LHL","gaussian",2,1,0,-2.75027665068239,4.79564736259682,89.6558465510881,8
"5750",11541,169,1997,"s","LHL","gaussian",2,1,0,-2.75027665068239,-9.20435263740318,40.6558465510881,7
"6258",2483,172,1999,"s","LHL","gaussian",2,1,0,-4.75027665068239,-15.2043526374032,-176.344153448912,9
"5564",4363,183,1996,"s","LHL","gaussian",2,1,0,1.24972334931761,2.79564736259682,73.6558465510881,5
"5393",4272,153,1995,"s","LHL","gaussian",2,1,0,1.24972334931761,7.79564736259682,-144.344153448912,4
"5923",320,162,1997,"s","LHL","gaussian",2,1,0,-2.75027665068239,6.79564736259682,40.6558465510881,6
"5520",8714,170,1996,"s","LHL","gaussian",2,1,0,0.249723349317605,-3.20435263740318,73.6558465510881,5
"5662",6102,161,1996,"s","LHL","gaussian",2,1,0,0.249723349317605,-0.204352637403176,73.6558465510881,5
"6032",8657,157,1998,"s","LHL","gaussian",2,1,0,0.249723349317605,-4.20435263740318,89.6558465510881,7
"6700",6417,151,2001,"s","LHL","gaussian",2,0,0,-6.75027665068239,-5.20435263740318,149.655846551088,10
"6079",484,172,1998,"s","LHL","gaussian",2,0,0,2.24972334931761,-1.20435263740318,89.6558465510881,7
"5605",5354,165,1996,"s","LHL","gaussian",2,1,0,1.24972334931761,7.79564736259682,73.6558465510881,5
"5029",8646,170,1993,"s","LHL","gaussian",2,1,0,3.24972334931761,2.79564736259682,-58.3441534489119,2
"6097",12542,158,1998,"s","LHL","gaussian",2,1,0,-2.75027665068239,2.79564736259682,89.6558465510881,7
"5365",1841,169,1995,"s","LHL","gaussian",2,2,0,1.24972334931761,3.79564736259682,-144.344153448912,4
"5634",4210,170,1996,"s","LHL","gaussian",2,1,0,0.249723349317605,6.79564736259682,73.6558465510881,5
"5145",7139,158,1994,"s","LHL","gaussian",2,1,0,4.24972334931761,-6.20435263740318,-66.3441534489119,3
"6095",3823,161,1998,"s","LHL","gaussian",2,1,0,-2.75027665068239,2.79564736259682,89.6558465510881,6
"6315",4809,153,1999,"s","LHL","gaussian",2,0,0,-4.75027665068239,2.79564736259682,-176.344153448912,7
"5809",9764,177,1997,"s","LHL","gaussian",2,1,0,1.24972334931761,-1.20435263740318,40.6558465510881,5
"6084",5300,168,1998,"s","LHL","gaussian",2,1,0,2.24972334931761,1.79564736259682,89.6558465510881,6
"5681",2410,163,1996,"s","LHL","gaussian",2,1,0,2.24972334931761,-0.204352637403176,73.6558465510881,4
"5801",2376,161,1997,"s","LHL","gaussian",2,1,0,3.24972334931761,-1.20435263740318,40.6558465510881,5
"6182",8643,172,1998,"s","LHL","gaussian",2,1,0,2.24972334931761,16.7956473625968,89.6558465510881,6
"5231",6546,166,1994,"s","LHL","gaussian",2,0,0,4.24972334931761,10.7956473625968,-66.3441534489119,2
"5999",2334,169,1998,"s","LHL","gaussian",2,1,0,4.24972334931761,-8.20435263740318,89.6558465510881,6
"5586",13985,168,1996,"s","LHL","gaussian",2,3,0,1.24972334931761,4.79564736259682,73.6558465510881,4
"5762",12117,162,1997,"s","LHL","gaussian",2,2,0,3.24972334931761,-5.20435263740318,40.6558465510881,5
"6725",13210,176,2001,"s","LHL","gaussian",2,1,0,-4.75027665068239,-8.20435263740318,149.655846551088,9
"5371",8677,144,1995,"s","LHL","gaussian",2,4,0,8.24972334931761,4.79564736259682,-144.344153448912,3
"5033",2571,145,1993,"s","LHL","gaussian",2,1,0,2.24972334931761,3.79564736259682,-58.3441534489119,1
"5895",14079,166,1997,"s","LHL","gaussian",2,1,0,-2.75027665068239,3.79564736259682,40.6558465510881,5
"6129",1097,155,1998,"s","LHL","gaussian",2,1,0,4.24972334931761,1.79564736259682,89.6558465510881,6
"6699",4313,170,2001,"s","LHL","gaussian",2,1,0,-6.75027665068239,2.79564736259682,149.655846551088,9
"5626",1896,160,1996,"s","LHL","gaussian",2,1,0,1.24972334931761,5.79564736259682,73.6558465510881,4
"5845",13331,161,1997,"s","LHL","gaussian",2,1,0,0.249723349317605,2.79564736259682,40.6558465510881,5
"5539",3352,166,1996,"s","LHL","gaussian",2,1,0,2.24972334931761,-1.20435263740318,73.6558465510881,4
"5396",4402,158,1995,"s","LHL","gaussian",2,4,0,5.24972334931761,7.79564736259682,-144.344153448912,3
"5636",567,176,1996,"s","LHL","gaussian",2,1,0,2.24972334931761,13.7956473625968,73.6558465510881,4
"6734",4458,166,2001,"s","LHL","gaussian",2,1,0,-4.75027665068239,0.795647362596824,149.655846551088,9
"4989",3377,139,1993,"s","LHL","gaussian",2,1,0,-1.75027665068239,-3.20435263740318,-58.3441534489119,1
"7890",7828,157,2004,"s","LHL","gaussian",2,1,0,-1.75027665068239,-0.204352637403176,169.655846551088,12
"5897",1735,165,1997,"s","LHL","gaussian",2,1,0,-2.75027665068239,2.79564736259682,40.6558465510881,5
"5880",11894,166,1997,"s","LHL","gaussian",2,1,0,0.249723349317605,5.79564736259682,40.6558465510881,4
"6108",3167,162,1998,"s","LHL","gaussian",2,1,0,-1.75027665068239,1.79564736259682,89.6558465510881,5
"6316",4806,155,1999,"s","LHL","gaussian",2,1,0,-4.75027665068239,2.79564736259682,-176.344153448912,6
"7943",1305,173,2004,"s","LHL","gaussian",2,1,0,-1.75027665068239,2.79564736259682,169.655846551088,11
"5607",10411,161,1996,"s","LHL","gaussian",2,1,0,0.249723349317605,5.79564736259682,73.6558465510881,3
"5866",13880,163,1997,"s","LHL","gaussian",2,2,0,1.24972334931761,3.79564736259682,40.6558465510881,4
"5211",13830,141,1994,"s","LHL","gaussian",2,1,0,2.24972334931761,-6.20435263740318,-66.3441534489119,1
"6531",2649,164,2000,"s","LHL","gaussian",2,2,0,-0.750276650682395,-3.20435263740318,-40.3441534489119,7
"6054",14015,163,1998,"s","LHL","gaussian",2,1,0,0.249723349317605,-3.20435263740318,89.6558465510881,5
"7696",1112,167,2003,"s","LHL","gaussian",2,2,0,1.24972334931761,3.79564736259682,-7.34415344891187,10
"5792",1321,170,1997,"s","LHL","gaussian",2,1,0,-2.75027665068239,-2.20435263740318,40.6558465510881,4
"5832",3964,153,1997,"s","LHL","gaussian",2,1,0,1.24972334931761,0.795647362596824,40.6558465510881,4
"5826",7664,174,1997,"s","LHL","gaussian",2,1,0,-2.75027665068239,-0.204352637403176,40.6558465510881,4
"5613",11162,177,1996,"s","LHL","gaussian",2,1,0,0.249723349317605,6.79564736259682,73.6558465510881,3
"6015",2331,163,1998,"s","LHL","gaussian",2,1,0,0.249723349317605,-4.20435263740318,89.6558465510881,5
"5512",5408,166,1996,"s","LHL","gaussian",2,1,0,1.24972334931761,-5.20435263740318,73.6558465510881,3
"5825",11731,162,1997,"s","LHL","gaussian",2,2,0,-2.75027665068239,0.795647362596824,40.6558465510881,4
"6321",8336,162,1999,"s","LHL","gaussian",2,3,0,3.24972334931761,2.79564736259682,-176.344153448912,6
"8045",3230,155,2004,"s","LHL","gaussian",2,1,0,-1.75027665068239,-3.20435263740318,169.655846551088,11
"5538",19,175,1996,"s","LHL","gaussian",2,1,0,5.24972334931761,-1.20435263740318,73.6558465510881,3
"5855",12884,172,1997,"s","LHL","gaussian",2,1,0,1.24972334931761,2.79564736259682,40.6558465510881,4
"5619",5148,177,1996,"s","LHL","gaussian",2,2,0,2.24972334931761,6.79564736259682,73.6558465510881,3
"5841",9031,164,1997,"s","LHL","gaussian",2,1,0,1.24972334931761,-0.204352637403176,40.6558465510881,4
"5882",11172,172,1997,"s","LHL","gaussian",2,1,0,1.24972334931761,7.79564736259682,40.6558465510881,4
"6165",10622,165,1998,"s","LHL","gaussian",2,1,0,0.249723349317605,7.79564736259682,89.6558465510881,5
"6118",2732,169,1998,"s","LHL","gaussian",2,1,0,0.249723349317605,2.79564736259682,89.6558465510881,5
"6755",1113,163,2001,"s","LHL","gaussian",2,1,0,-3.75027665068239,2.79564736259682,149.655846551088,8
"6361",11681,173,1999,"s","LHL","gaussian",2,1,0,-1.75027665068239,8.79564736259682,-176.344153448912,6
"5837",6643,179,1997,"s","LHL","gaussian",2,1,0,-2.75027665068239,1.79564736259682,40.6558465510881,4
"5926",13669,174,1997,"s","LHL","gaussian",2,2,0,-2.75027665068239,7.79564736259682,40.6558465510881,4
"6345",10767,176,1999,"s","LHL","gaussian",2,2,0,-4.75027665068239,6.79564736259682,-176.344153448912,6
"5922",12406,168,1997,"s","LHL","gaussian",2,1,0,-2.75027665068239,6.79564736259682,40.6558465510881,4
"6150",8672,166,1998,"s","LHL","gaussian",2,1,0,-2.75027665068239,6.79564736259682,89.6558465510881,5
"6275",446,167,1999,"s","LHL","gaussian",2,3,0,3.24972334931761,-4.20435263740318,-176.344153448912,5
"6049",103,154,1998,"s","LHL","gaussian",2,2,0,-1.75027665068239,-2.20435263740318,89.6558465510881,4
"8041",10460,163,2004,"s","LHL","gaussian",2,1,0,-1.75027665068239,-3.20435263740318,169.655846551088,10
"6324",1297,164,1999,"s","LHL","gaussian",2,3,0,-2.75027665068239,1.79564736259682,-176.344153448912,5
"5550",7087,173,1996,"s","LHL","gaussian",2,1,0,1.24972334931761,0.795647362596824,73.6558465510881,2
"5548",437,166,1996,"s","LHL","gaussian",2,3,0,1.24972334931761,0.795647362596824,73.6558465510881,2
"6541",8668,175,2000,"s","LHL","gaussian",2,1,0,-3.75027665068239,-0.204352637403176,-40.3441534489119,6
"5755",6986,159,1997,"s","LHL","gaussian",2,1,0,-2.75027665068239,-7.20435263740318,40.6558465510881,3
"5995",8837,159,1998,"s","LHL","gaussian",2,1,0,-2.75027665068239,-7.20435263740318,89.6558465510881,4
"6500",6306,160,2000,"s","LHL","gaussian",2,2,0,-5.75027665068239,-3.20435263740318,-40.3441534489119,6
"6309",13290,169,1999,"s","LHL","gaussian",2,1,0,-0.750276650682395,-2.20435263740318,-176.344153448912,5
"6748",11643,169,2001,"s","LHL","gaussian",2,1,0,-3.75027665068239,-3.20435263740318,149.655846551088,6
"5779",715,156,1997,"s","LHL","gaussian",2,1,0,1.24972334931761,-4.20435263740318,40.6558465510881,2
"6764",1081,143,2001,"s","LHL","gaussian",2,0,0,-0.750276650682395,-4.20435263740318,149.655846551088,6
"5919",1981,158,1997,"s","LHL","gaussian",2,1,0,-2.75027665068239,1.79564736259682,40.6558465510881,2
"6310",984,162,1999,"s","LHL","gaussian",2,1,0,-4.75027665068239,0.795647362596824,-176.344153448912,4
