"","animal","dam","sire"
"8635",2431,1273,174
"8636",3995,6186,5436
"8637",12612,9703,11984
"8638",500,9703,11984
"8639",6726,1340,174
"8640",4873,12928,5340
"8641",10301,11419,174
"8642",2723,6065,13566
"8643",11531,8339,8357
"8644",11380,7760,5340
"8645",8286,5672,4546
"8646",5334,10295,174
"8647",3157,11953,12007
"8648",13699,7985,174
"8649",8340,5254,729
"8650",835,13719,7469
"8651",7379,11084,2905
"8652",14269,11520,4050
"8653",7905,562,748
"8654",9333,3167,2905
"8655",11589,13276,13207
"8656",8698,5562,4050
"8657",6387,1974,634
"8658",7772,1974,634
"8659",5422,8029,13335
"8660",4044,12754,9941
"8661",4976,12754,11984
"8662",489,7849,9070
"8663",6005,1913,11984
"8664",10460,6177,8004
"8665",5685,13900,11984
"8666",10771,8383,5340
"8667",10199,7686,174
"8668",13724,7686,174
"8669",9819,13964,11984
"8670",3408,13964,748
"8671",4056,10197,9136
"8672",1183,988,10091
"8673",5225,1624,2905
"8674",3050,12709,10523
"8675",13966,12767,8004
"8676",2114,1717,5477
"8677",107,12653,11984
"8678",6224,2309,8760
"8679",10409,8994,4546
"8680",3449,3612,5477
"8681",2112,8236,5090
"8682",3678,4580,4546
"8683",14109,4722,7469
"8684",12197,6221,11784
"8685",10619,4624,11649
"8686",2171,11710,9941
"8687",2766,1618,174
"8688",3168,1618,174
"8689",6862,1261,1595
"8690",12772,1261,12058
"8691",13349,9191,7718
"8692",5851,10933,634
"8693",8361,1186,2905
"8694",4389,14155,9725
"8695",3390,12027,11984
"8696",13981,10654,2905
"8697",9356,13484,8357
"8698",10947,9448,845
"8699",11897,14016,10490
"8700",14010,13709,4477
"8701",12266,1326,8004
"8702",6890,14264,634
"8703",10391,12324,5477
"8704",8360,11541,8995
"8705",155,10186,7597
"8706",13726,11801,10369
"8707",1379,133,12007
"8708",13105,11541,NA
"8709",6792,9957,4546
"8710",662,13436,7174
"8711",10932,13533,11382
"8712",6290,NA,10500
"8713",9216,4538,1595
"8714",1110,7202,NA
"8715",4181,8113,4050
"8716",1865,1793,NA
"8717",417,1446,NA
"8718",4575,3986,NA
"8719",5121,4997,NA
"8720",2984,10942,8004
"8721",4671,1232,3752
"8722",11205,13436,8355
"8723",5444,1186,8357
"8724",11843,12797,872
"8725",3958,6975,1072
"8726",5319,NA,748
"8727",10421,133,12007
"8728",8256,7760,685
"8729",4306,9743,10500
"8730",10074,9448,174
"8731",12563,11085,11984
"8732",1740,862,12007
"8733",4017,10197,10500
"8734",12036,2086,2021
"8735",3138,2309,10369
"8736",9105,12975,10500
"8737",13055,12444,8261
"8738",13407,4175,8164
"8739",1937,10106,174
"8740",14204,12355,174
"8741",12121,12355,174
"8742",13496,1913,583
"8743",1586,1974,NA
"8744",322,7202,5441
"8745",10243,3854,10500
"8746",13351,12094,4050
"8747",6463,13456,2021
"8748",4718,6509,6437
"8749",7372,2892,12776
"8750",866,13964,6808
"8751",11850,645,174
"8752",1767,5562,1072
"8753",3072,1031,10095
"8754",5868,12188,12524
"8755",2839,11541,11984
"8756",9623,3464,1484
"8757",4649,11801,NA
"8758",2297,11801,5090
"8759",6624,5672,12007
"8760",8390,12767,748
"8761",5744,648,6437
"8762",12708,1186,NA
"8763",10132,1186,4477
"8764",3560,8383,12007
"8765",14187,11710,12776
"8766",7067,8339,13566
"8767",2385,14264,NA
"8768",6273,NA,3901
"8769",9606,NA,2021
"8770",9323,706,3135
"8771",13733,1350,12007
"8772",7350,9184,3135
"8773",11669,7787,3135
"8774",11437,7787,3135
"8775",433,8383,1484
"8776",7013,9395,3135
"8777",11268,11541,12007
"8778",10901,2309,2905
"8779",12879,11801,8760
"8780",4316,10186,2905
"8781",1265,12188,8355
"8782",12503,14047,7597
"8783",6439,862,5090
"8784",8700,4624,5340
"8785",9005,8994,3135
"8786",11562,7686,3135
"8787",12697,7686,3135
"8788",13879,5672,2905
"8789",261,10942,12007
"8790",505,3854,9725
"8791",1962,1743,1212
"8792",4799,1743,12007
"8793",700,3725,3135
"8794",13788,3725,3135
"8795",13094,13964,1212
"8796",5036,12444,583
"8797",12636,8430,12007
"8798",10910,9191,5340
"8799",8342,8890,5090
"8800",5654,4408,12007
"8801",9112,13381,3135
"8802",14106,9957,12007
"8803",4638,4538,14090
"8804",3508,1793,7589
"8805",1501,13709,NA
"8806",3687,10265,5340
"8807",1927,10944,5340
"8808",6493,2855,5340
"8809",4362,14264,5340
"8810",13460,3258,12007
"8811",5442,13381,10095
"8812",9258,12767,NA
"8813",7626,10937,5090
"8814",8158,3581,6437
"8815",7126,1446,11046
"8816",1025,8294,6437
"8817",1598,NA,7469
"8818",10792,7723,6613
"8819",119,NA,12052
"8820",2229,12324,6076
"8821",5772,6375,5090
"8822",3252,9743,583
"8823",8032,3464,8164
"8824",8806,988,3266
"8825",9757,10186,5294
"8826",10393,10186,4862
"8827",9328,13276,NA
"8828",1454,9395,3135
"8829",6288,1913,7469
"8830",10321,1913,7469
"8831",611,5672,7469
"8832",3416,10963,5090
"8833",12858,8339,11043
"8834",4942,10944,9685
"8835",9167,14047,1817
"8836",10293,1350,6437
"8837",6618,11530,10529
"8838",1532,4722,12300
"8839",2897,12188,6753
"8840",7569,12444,9685
"8841",4955,10942,8355
"8842",14057,9860,3135
"8843",6984,2086,1153
"8844",2731,10197,6437
"8845",9892,1446,7578
"8846",10489,11520,583
"8847",13702,9957,8164
"8848",12236,3946,7469
"8849",3208,1273,6437
"8850",251,11541,6476
"8851",5700,2855,5294
"8852",1375,10265,6437
"8853",7316,5254,2814
"8854",2458,7074,1484
"8855",5580,8649,8164
"8856",11180,11520,583
"8857",8721,3670,583
"8858",14110,1974,8355
"8859",7182,5672,5090
"8860",10890,4175,583
"8861",9962,7202,NA
"8862",13091,NA,6437
"8863",2560,10495,13160
"8864",7086,12188,6437
"8865",9828,1974,729
"8866",10981,13381,8355
"8867",10238,NA,1072
"8868",625,NA,13160
"8869",1480,14259,9725
"8870",351,NA,10962
"8871",622,NA,6437
"8872",6055,11607,2814
"8873",13191,9448,583
"8874",12215,9184,4862
"8875",8368,13276,13339
"8876",12813,7074,6437
"8877",7763,1350,6437
"8878",9706,10963,1882
"8879",5847,4175,1212
"8880",10891,10197,6805
"8881",11635,988,6753
"8882",11949,9957,5294
"8883",3647,11520,4862
"8884",11363,4580,13160
"8885",5032,13456,5294
"8886",1772,12188,11946
"8887",5995,10944,1317
"8888",6172,10944,6437
"8889",3145,5672,1212
"8890",12256,8559,1212
"8891",6465,3946,583
"8892",4048,3946,6437
"8893",9421,13533,583
"8894",7099,4722,583
"8895",4677,12444,11833
"8896",9803,10265,583
"8897",10841,1031,11046
"8898",1199,11601,1484
"8899",6334,8671,5090
"8900",12788,2855,583
"8901",2898,562,6753
"8902",3320,6222,6136
"8903",2199,7258,1595
"8904",9012,12406,1484
"8905",4968,11254,5436
"8906",64,11566,2021
"8907",9512,12406,9452
"8908",13978,6222,12052
"8909",9708,12767,10490
"8910",5405,1974,NA
"8911",6030,9945,12157
"8912",9042,7202,13218
"8913",1600,9184,1153
"8914",2361,5672,1153
"8915",4972,10186,583
"8916",5876,10186,583
"8917",7035,11520,4862
"8918",6060,10942,583
"8919",4444,13456,9368
"8920",2003,8339,4862
"8921",12795,10963,583
"8922",12789,3464,6753
"8923",3755,14047,9685
"8924",6985,3854,583
"8925",4205,10106,1153
"8926",12876,13381,583
"8927",11414,4131,6136
"8928",493,1031,583
"8929",13338,14264,9685
"8930",11293,133,4244
"8931",10681,10186,1212
"8932",13657,7074,4862
"8933",10501,12188,9460
"8934",7368,3854,1153
"8935",9132,3854,1153
"8936",13305,14047,NA
"8937",4925,988,2891
"8938",7536,4580,13358
"8939",1708,13456,14137
"8940",8223,3557,2926
"8941",6407,8014,8586
"8942",11406,NA,4194
"8943",11524,NA,4194
"8944",9988,NA,10523
"8945",13469,10265,NA
"8946",10318,13276,11760
"8947",12778,8844,6076
"8948",3563,8844,11046
"8949",6645,1031,1153
"8950",6231,6222,12157
"8951",12740,11012,4801
"8952",9528,7258,6437
"8953",5252,10942,4862
"8954",11133,3211,13160
"8955",5747,5258,7597
"8956",994,NA,12052
"8957",7389,14249,1072
"8958",12331,6617,NA
"8959",6087,7004,NA
"8960",10718,10606,NA
"8961",6043,987,NA
"8962",4881,857,NA
"8963",3273,12423,NA
"8964",11171,4772,NA
"8965",1174,11554,NA
"8966",2138,11096,NA
"8967",9515,1503,NA
"8968",12527,3192,NA
"8969",4577,1452,NA
"8970",7059,11903,NA
"8971",11086,4353,NA
"8972",6346,8160,NA
"8973",5397,10693,NA
"8974",3788,6919,NA
"8975",12,5161,NA
"8976",8471,1222,NA
"8977",10871,9650,NA
"8978",13172,9650,NA
"8979",6672,9451,NA
"8980",4073,8345,NA
"8981",10069,2116,NA
"8982",175,4829,NA
"8983",7566,4829,NA
"8984",7208,6755,NA
"8985",4828,2787,NA
"8986",14102,2036,NA
"8987",12494,7318,NA
"8988",10570,7318,NA
"8989",4697,8976,NA
"8990",1770,8976,NA
"8991",2671,4682,NA
"8992",7354,5976,NA
"8993",6022,8290,NA
"8994",2959,7914,NA
"8995",5635,8696,NA
"8996",10026,11461,NA
"8997",14230,1935,NA
"8998",9659,4456,NA
"8999",2956,2427,NA
"9000",14286,11181,NA
"9001",6698,6914,NA
"9002",9186,11409,NA
"9003",3964,11424,NA
"9004",13284,10228,NA
"9005",1854,2490,NA
"9006",10473,11488,NA
"9007",4525,13778,NA
"9008",594,9035,NA
"9009",667,10295,12007
"9010",10310,4283,174
"9011",7253,8623,174
"9012",11311,7822,12007
"9013",5589,13655,748
"9014",3691,229,10962
"9015",2001,12386,187
"9016",6783,1624,8004
"9017",12659,7722,11382
"9018",10322,3167,5955
"9019",4083,10654,634
"9020",3534,1221,10500
"9021",5838,9703,634
"9022",8255,9703,10500
"9023",6553,11023,12007
"9024",5703,12653,NA
"9025",6936,12653,NA
"9026",5965,578,174
"9027",9773,12754,872
"9028",12441,6221,12007
"9029",6478,6221,12007
"9030",7832,7985,11984
"9031",9728,11953,174
"9032",6378,13414,4884
"9033",1531,14155,3135
"9034",1171,12767,3266
"9035",12564,9191,4801
"9036",8428,645,10500
"9037",1822,2309,8049
"9038",6480,2309,8049
"9039",13505,10933,4862
"9040",5344,9743,583
"9041",14302,12324,4862
"9042",10398,8430,1153
"9043",5616,12406,9343
"9044",5306,7258,5090
"9045",3364,11566,6753
"9046",11581,1974,583
"9047",11169,9184,6076
"9048",11375,11520,5294
"9049",12456,11520,5294
"9050",267,5089,4884
"9051",14315,8559,5294
"9052",13019,7074,4244
"9053",3080,10944,1144
"9054",2544,11710,7081
"9055",4534,10844,1153
"9056",6527,11601,11389
"9057",5643,11541,6476
"9058",13095,1273,258
"9059",9040,4580,9685
"9060",7679,4131,NA
"9061",1747,11530,NA
"9062",2664,6222,2891
"9063",11329,11541,1153
"9064",9364,1350,13808
"9065",10178,5061,7578
"9066",10581,4624,6970
"9067",11728,8014,10823
"9068",4840,7074,1153
"9069",10829,6065,4477
"9070",7687,3557,NA
"9071",11403,NA,3266
"9072",11711,1225,13160
"9073",13718,7723,1153
"9074",2924,14264,10533
"9075",10419,8425,NA
"9076",11439,5673,NA
"9077",14058,13128,NA
"9078",7847,8862,NA
"9079",1794,12493,NA
"9080",3900,7387,NA
"9081",11970,2876,NA
"9082",12123,2303,NA
"9083",6467,1126,NA
"9084",13728,12756,NA
"9085",4378,1634,NA
"9086",8276,9023,NA
"9087",10463,1028,NA
"9088",6062,8921,NA
"9089",3159,3686,NA
"9090",3233,1210,NA
"9091",5575,13542,NA
"9092",7149,9854,NA
"9093",2585,51,NA
"9094",3503,2433,NA
"9095",13458,12595,NA
"9096",9444,2513,NA
"9097",790,6585,NA
"9098",2014,9618,NA
"9099",1796,13802,NA
"9100",5582,5900,NA
"9101",7563,7939,NA
"9102",9313,10255,NA
"9103",1342,11304,NA
"9104",8774,4591,NA
"9105",482,8602,NA
"9106",6468,13554,NA
"9107",13181,3478,NA
"9108",12316,3718,NA
"9109",5701,269,NA
"9110",9633,1525,NA
"9111",13024,12361,NA
"9112",273,8773,NA
"9113",9366,10583,NA
"9114",3387,13138,NA
"9115",1633,13749,NA
"9116",11696,7116,NA
"9117",2610,9137,NA
"9118",11988,10371,NA
"9119",1968,9387,NA
"9120",3933,2951,NA
"9121",2426,1795,NA
"9122",9187,2399,NA
"9123",6968,2754,NA
"9124",2364,2174,NA
"9125",6295,2174,NA
"9126",9173,6226,NA
"9127",201,6226,NA
"9128",1547,NA,7142
"9129",13201,NA,7142
"9130",12102,NA,3266
"9131",429,NA,3266
"9132",655,10844,NA
"9133",793,7074,NA
"9134",13092,6222,2891
"9135",390,11041,3266
"9136",1678,10265,6291
"9137",4337,14264,6357
"9138",4728,8014,12882
"9139",4775,NA,5564
"9140",720,8014,7610
"9141",2041,8014,12882
"9142",3493,NA,7148
"9143",7931,8014,467
"9144",13914,3108,NA
"9145",9492,NA,14137
"9146",13199,3108,NA
"9147",597,13713,NA
"9148",2850,5405,NA
"9149",12379,6645,NA
"9150",8379,9012,NA
"9151",188,11589,NA
"9152",6229,13091,NA
"9153",10763,13092,NA
"9154",3276,NA,8082
"9155",8518,13713,6516
"9156",1779,NA,2229
"9157",12715,NA,8082
"9158",5862,NA,4847
"9159",6992,NA,4847
"9160",4526,NA,119
"9161",1538,NA,7645
"9162",9582,NA,4847
"9163",5421,NA,14014
"9164",10870,NA,7957
"9165",11384,6069,3934
"9166",12239,NA,13930
"9167",8997,5405,NA
"9168",13814,6111,2373
"9169",6651,3757,10829
"9170",6314,11332,7174
"9171",617,NA,14014
"9172",8476,6898,10831
"9173",8101,NA,10238
"9174",13999,NA,10829
"9175",14197,NA,119
"9176",11365,6489,12102
"9177",5213,10436,4862
"9178",7659,11589,10599
"9179",12583,NA,8603
"9180",3524,NA,7656
"9181",13125,613,14090
"9182",8307,NA,10042
"9183",164,13091,7500
"9184",9375,13092,11629
"9185",13529,5405,NA
"9186",7227,9012,NA
"9187",412,11589,NA
"9188",14268,13092,NA
"9189",6677,13091,NA
"9190",11921,NA,2229
"9191",11887,NA,4847
"9192",1172,NA,4847
"9193",9045,NA,8082
"9194",1300,NA,7645
"9195",8095,NA,4847
"9196",88,NA,3934
"9197",2557,NA,7957
"9198",5100,NA,8603
"9199",8639,11589,11076
"9200",1895,9328,9892
"9201",1066,NA,119
"9202",2518,NA,14014
"9203",2929,NA,13930
"9204",9721,NA,119
"9205",7252,NA,6055
"9206",10627,NA,7656
"9207",12110,NA,8082
"9208",13464,NA,2229
"9209",5053,NA,4847
"9210",7223,NA,4847
"9211",12485,NA,8082
"9212",10144,NA,7645
"9213",8123,NA,4847
"9214",3089,5089,3934
"9215",9916,NA,7957
"9216",10134,5405,NA
"9217",9979,390,NA
"9218",230,NA,10829
"9219",7790,NA,6921
"9220",2907,NA,8603
"9221",2189,11589,8729
"9222",7380,NA,10042
"9223",9567,13091,7500
"9224",3401,NA,12177
"9225",1507,12862,1320
"9226",1229,5405,1320
"9227",5433,14147,11734
"9228",12491,7027,7456
"9229",13177,4139,13380
"9230",12773,NA,2373
"9231",4626,11196,2629
"9232",8224,10084,6668
"9233",827,8439,7024
"9234",7108,11196,6373
"9235",7866,5148,12857
"9236",3924,10084,7547
"9237",8134,7792,11734
"9238",10559,6009,11734
"9239",9562,2055,7024
"9240",12886,8771,4059
"9241",1396,5148,6286
"9242",1630,1351,11734
"9243",3598,10084,6373
"9244",7496,12361,13946
"9245",13715,8172,11734
"9246",10530,1041,4059
"9247",9529,11835,12652
"9248",1754,11672,968
"9249",7173,10461,11734
"9250",13406,1523,4070
"9251",12272,11835,10292
"9252",10170,11052,12652
"9253",6902,11196,12177
"9254",4858,8172,11734
"9255",4579,13713,1020
"9256",13455,11693,5811
"9257",11031,6191,5365
"9258",5852,13053,13930
"9259",1964,934,8357
"9260",12878,9526,1877
"9261",2095,11693,8357
"9262",4612,6755,12177
"9263",6200,11300,11734
"9264",6706,11835,14121
"9265",7247,5466,1877
"9266",9563,7985,11734
"9267",7479,643,7124
"9268",964,11052,1848
"9269",1887,9615,10490
"9270",1435,11151,5436
"9271",4510,7686,7656
"9272",2795,10019,13471
"9273",7400,5139,8341
"9274",4663,6638,7082
"9275",6074,813,1877
"9276",2489,14267,11734
"9277",14099,6191,5390
"9278",3644,10663,865
"9279",11651,8976,2937
"9280",8319,8976,13380
"9281",12489,5556,1393
"9282",6866,1917,1877
"9283",14152,10505,8541
"9284",1797,3612,13471
"9285",10129,6638,12992
"9286",755,706,12177
"9287",8206,13399,12177
"9288",2004,8623,2373
"9289",9390,2842,5390
"9290",298,10933,7322
"9291",14333,12094,1877
"9292",7915,303,10500
"9293",5921,2022,9489
"9294",6092,11196,12660
"9295",11118,11052,8363
"9296",4694,5139,13500
"9297",2910,8113,11734
"9298",7327,11693,12007
"9299",10643,11693,8357
"9300",1667,11835,1320
"9301",1849,13612,NA
"9302",2578,11151,NA
"9303",13322,194,NA
"9304",6834,NA,5256
"9305",1515,8022,14014
"9306",2864,11693,8341
"9307",9121,11693,NA
"9308",2057,934,1393
"9309",1304,13713,4427
"9310",8689,12754,865
"9311",6474,8771,11734
"9312",14035,10106,8714
"9313",148,1974,2373
"9314",9545,9395,13930
"9315",10536,10929,865
"9316",4159,12862,4695
"9317",1390,9191,13398
"9318",7292,11419,7656
"9319",1605,8236,3521
"9320",10990,562,7656
"9321",3110,8018,10677
"9322",441,645,1877
"9323",3847,1913,1877
"9324",13601,9261,1877
"9325",9350,194,NA
"9326",2275,11801,865
"9327",4082,2892,865
"9328",3831,13612,NA
"9329",13064,10505,NA
"9330",8047,11262,NA
"9331",3459,11262,NA
"9332",1635,9615,NA
"9333",3448,5139,NA
"9334",10090,11052,NA
"9335",14032,11196,NA
"9336",9309,13255,NA
"9337",9446,13722,1877
"9338",294,11007,10261
"9339",11164,1631,12605
"9340",8676,10875,13930
"9341",5904,6648,NA
"9342",5194,1624,5256
"9343",5141,7224,12177
"9344",2359,8771,12177
"9345",11017,2309,12177
"9346",4424,2309,12177
"9347",9662,10929,11734
"9348",13452,934,6516
"9349",5483,1517,250
"9350",2319,13353,NA
"9351",8758,13713,1020
"9352",12972,6755,11734
"9353",10729,NA,14014
"9354",11309,13076,NA
"9355",2857,11693,12007
"9356",6763,11693,12007
"9357",7414,13613,12432
"9358",8637,7985,13431
"9359",5549,9615,12007
"9360",7890,13900,13930
"9361",9629,9395,865
"9362",10747,4266,4050
"9363",5583,11935,634
"9364",2999,1326,865
"9365",8247,1326,865
"9366",5157,3167,3995
"9367",7975,13533,865
"9368",8163,2309,865
"9369",349,5139,454
"9370",10574,11007,7456
"9371",9183,13255,8004
"9372",6462,13719,3521
"9373",3005,4344,12992
"9374",2913,11262,5340
"9375",1615,11746,4546
"9376",4211,229,13930
"9377",8989,10963,865
"9378",1050,10505,865
"9379",12360,13619,4839
"9380",1395,1618,13930
"9381",9812,2519,5436
"9382",6285,6631,13930
"9383",12825,2289,634
"9384",1719,12989,865
"9385",7420,194,634
"9386",12634,194,5441
"9387",5984,1261,865
"9388",3760,3670,14014
"9389",12437,4963,865
"9390",2953,8018,14014
"9391",12139,7787,13930
"9392",3991,9957,865
"9393",12735,1045,13500
"9394",9510,4538,8624
"9395",8946,12862,634
"9396",9207,13713,6276
"9397",14195,12444,865
"9398",3068,6681,8004
"9399",1272,1523,5340
"9400",13660,7392,3995
"9401",3202,11196,3135
"9402",10852,4911,9449
"9403",12603,6381,12432
"9404",4223,10865,3934
"9405",9002,12927,5340
"9406",8787,3879,10500
"9407",235,2842,6437
"9408",12192,2842,6437
"9409",5456,10106,14014
"9410",10349,10663,14014
"9411",6839,8201,NA
"9412",7636,934,865
"9413",9754,13964,865
"9414",4698,10495,3521
"9415",6973,595,11984
"9416",10201,10560,8004
"9417",13993,2313,2751
"9418",3268,12199,1546
"9419",12034,5331,10365
"9420",9851,10937,865
"9421",1102,11177,14014
"9422",11772,1768,14285
"9423",10400,NA,14014
"9424",11327,4772,13930
"9425",5309,3960,865
"9426",1602,2519,11984
"9427",8232,1340,865
"9428",3689,9743,865
"9429",7038,4099,13930
"9430",6716,4631,11984
"9431",8009,11085,865
"9432",11324,529,12052
"9433",12609,11693,865
"9434",10877,11693,865
"9435",1701,862,13930
"9436",9381,11007,10754
"9437",2122,11007,10754
"9438",4183,7968,8357
"9439",788,595,3135
"9440",10781,10663,865
"9441",10543,1985,878
"9442",9249,4999,1134
"9443",7315,1273,8603
"9444",1925,4344,10754
"9445",10810,4266,174
"9446",10685,6956,1134
"9447",4251,12862,5436
"9448",12812,934,12007
"9449",11764,11746,4477
"9450",12784,10505,3521
"9451",7875,3065,748
"9452",4231,9615,748
"9453",12955,3946,3521
"9454",3885,3946,3521
"9455",8865,6381,8995
"9456",5548,12927,6273
"9457",3904,2309,10665
"9458",1737,13381,7076
"9459",1857,12892,8839
"9460",11128,NA,7076
"9461",3049,11209,7045
"9462",4148,8359,11611
"9463",9149,11674,12058
"9464",13042,2289,4477
"9465",7275,8659,3521
"9466",7301,10865,3521
"9467",14218,13655,865
"9468",2943,6509,13923
"9469",11936,7392,12007
"9470",13569,2855,865
"9471",1939,3725,3117
"9472",1660,9054,12007
"9473",4401,2055,3521
"9474",8908,2892,865
"9475",7668,2892,865
"9476",6102,8447,8004
"9477",10315,2789,2905
"9478",4898,8771,6326
"9479",10313,6631,13930
"9480",650,1045,6326
"9481",8891,11262,4546
"9482",11967,1326,3521
"9483",13187,4172,14285
"9484",1505,11680,13930
"9485",2317,12094,3521
"9486",13860,645,5949
"9487",8481,10513,10665
"9488",4788,7730,14314
"9489",4137,7119,5340
"9490",5126,6164,865
"9491",8102,1207,4546
"9492",10777,4175,12532
"9493",14054,11262,4546
"9494",11174,11738,865
"9495",8699,3464,1497
"9496",2587,9800,174
"9497",12907,7170,12007
"9498",11910,12037,12007
"9499",7492,12189,10500
"9500",784,4911,10091
"9501",942,2029,865
"9502",5636,7822,13930
"9503",11457,8359,11611
"9504",3577,13189,9689
"9505",11808,1026,3521
"9506",160,6681,11984
"9507",7325,11935,11984
"9508",2197,2401,8357
"9509",1591,3879,9294
"9510",7667,5139,NA
"9511",1243,4335,NA
"9512",2118,2842,NA
"9513",6394,229,865
"9514",13240,11196,NA
"9515",12126,8201,NA
"9516",12319,1657,11611
"9517",4437,3670,3521
"9518",10075,1155,10369
"9519",27,12917,12474
"9520",13706,10745,8355
"9521",10683,194,865
"9522",299,NA,11734
"9523",3751,12324,865
"9524",3762,3581,11380
"9525",10101,529,3521
"9526",7817,7787,2101
"9527",3571,7968,10500
"9528",736,13276,8603
"9529",9822,11693,865
"9530",820,11693,865
"9531",6318,3258,5444
"9532",6583,11935,2905
"9533",9679,9184,2101
"9534",1762,4266,5584
"9535",5561,4344,4050
"9536",10089,5139,10095
"9537",13524,6375,865
"9538",834,10942,3521
"9539",1933,2309,3839
"9540",3186,595,5090
"9541",13164,934,174
"9542",11797,1743,13930
"9543",4824,8236,13930
"9544",6796,7392,11492
"9545",9544,12709,3521
"9546",13644,13619,12532
"9547",2871,9615,6300
"9548",4705,9800,3521
"9549",2906,3670,14014
"9550",4495,8659,4527
"9551",11335,7686,2101
"9552",12845,6681,1277
"9553",7898,7730,4477
"9554",10958,2401,2101
"9555",4812,4624,8603
"9556",2707,9957,8603
"9557",6762,10560,5340
"9558",9736,8447,748
"9559",12221,8994,3521
"9560",12799,4580,3521
"9561",4645,1446,865
"9562",2802,643,8087
"9563",400,2789,8760
"9564",9478,2855,3521
"9565",4228,12927,NA
"9566",1903,988,11611
"9567",2983,988,11611
"9568",2680,3946,4168
"9569",1002,13255,634
"9570",5501,3879,2126
"9571",9774,4814,8004
"9572",1642,5254,14014
"9573",2803,5405,11791
"9574",1047,3926,3521
"9575",8191,4099,NA
"9576",3551,4099,NA
"9577",13944,7170,10975
"9578",10506,11209,4050
"9579",3914,9828,7718
"9580",1017,2519,7291
"9581",2444,3857,9136
"9582",9172,10505,4546
"9583",14244,8845,865
"9584",9654,11262,4050
"9585",8885,11262,4050
"9586",3977,1207,5294
"9587",6848,1026,14014
"9588",11845,8343,6300
