"","animal","dam","sire"
"7542",7004,5996,11622
"7543",3167,8458,1240
"7544",2892,9860,4695
"7545",5622,1618,8357
"7546",10122,1618,6516
"7547",11445,3047,8357
"7548",13089,10663,7082
"7549",2345,1985,11622
"7550",9184,1326,8357
"7551",2617,4154,6963
"7552",7349,1985,11622
"7553",10942,314,722
"7554",7972,6509,7082
"7555",2863,6631,NA
"7556",3071,11917,4207
"7557",8171,706,1020
"7558",4562,7465,2466
"7559",2618,8236,5408
"7560",10197,12989,8808
"7561",7057,645,7456
"7562",1146,703,8341
"7563",5712,7686,8925
"7564",8160,8359,2944
"7565",2463,13399,11823
"7566",3006,13399,11823
"7567",8696,7218,11242
"7568",10640,9261,7082
"7569",13964,8018,4695
"7570",4682,8749,11242
"7571",10933,14155,13001
"7572",1743,13533,8808
"7573",6437,13034,8925
"7574",189,13117,2949
"7575",1503,8172,722
"7576",12444,13722,13001
"7577",11754,9777,3472
"7578",1446,4408,3090
"7579",9957,759,5408
"7580",9312,3246,11857
"7581",8935,2022,11823
"7582",2882,4283,8341
"7583",1003,6494,7456
"7584",9353,12355,NA
"7585",1935,14120,4695
"7586",2307,1176,13821
"7587",6690,9533,4695
"7588",8541,NA,2227
"7589",3840,NA,2878
"7590",8004,7974,12992
"7591",2103,3956,1661
"7592",13881,11085,7082
"7593",13948,5573,7082
"7594",9697,3956,7456
"7595",5639,7686,4695
"7596",8827,7686,14121
"7597",987,9860,7082
"7598",4189,3946,2461
"7599",11554,13399,10980
"7600",13815,5556,9136
"7601",5161,8172,13566
"7602",1222,10366,3472
"7603",749,3047,4021
"7604",9177,13034,6516
"7605",8981,813,3386
"7606",8836,1115,8357
"7607",2358,8623,4427
"7608",7528,8890,7082
"7609",360,7985,8363
"7610",9490,648,14121
"7611",8290,14155,8363
"7612",861,10019,8357
"7613",8904,9320,7082
"7614",8592,11023,7006
"7615",12423,643,13339
"7616",7914,4538,6963
"7617",11758,645,2461
"7618",10020,13719,13566
"7619",12560,7218,8334
"7620",1452,8370,8357
"7621",5976,6221,1143
"7622",6652,8018,NA
"7623",10046,1469,NA
"7624",14164,10963,NA
"7625",6725,10963,NA
"7626",2571,3960,NA
"7627",7954,8855,NA
"7628",7197,10214,12605
"7629",6748,5370,12992
"7630",13400,8359,13278
"7631",13484,11953,4695
"7632",10010,11023,1308
"7633",875,1221,8357
"7634",5090,1985,10980
"7635",7469,13533,10754
"7636",583,12709,8019
"7637",9449,3612,7082
"7638",11170,10663,11622
"7639",4588,648,8357
"7640",9725,13619,5408
"7641",5055,2411,10980
"7642",2643,706,11622
"7643",10962,13655,729
"7644",12058,8430,634
"7645",988,7218,3021
"7646",4580,12027,2466
"7647",3337,14155,8760
"7648",1474,14155,NA
"7649",11530,12905,5408
"7650",5672,7686,2466
"7651",2442,7686,2466
"7652",8339,8749,2944
"7653",4801,703,10754
"7654",13797,643,NA
"7655",13070,643,NA
"7656",12166,9860,NA
"7657",3132,9860,NA
"7658",7800,4283,NA
"7659",4097,10963,NA
"7660",3205,6177,NA
"7661",4650,4722,NA
"7662",9196,10366,NA
"7663",7704,12355,NA
"7664",846,12355,NA
"7665",880,1469,NA
"7666",7661,1618,NA
"7667",10641,3960,NA
"7668",2759,13952,NA
"7669",7951,13952,NA
"7670",2386,8890,NA
"7671",4699,3725,NA
"7672",12922,1326,NA
"7673",14332,12917,10754
"7674",2021,3226,10803
"7675",8674,2022,14192
"7676",13947,3211,11640
"7677",1657,1232,1020
"7678",1030,9980,NA
"7679",11218,6177,NA
"7680",6972,4722,NA
"7681",2490,10626,7082
"7682",13304,8018,NA
"7683",6617,9261,7082
"7684",7550,12591,12798
"7685",10108,12721,NA
"7686",14163,1985,1240
"7687",3912,1985,NA
"7688",3274,5466,NA
"7689",9998,5466,NA
"7690",6914,13053,7082
"7691",13363,8370,NA
"7692",8906,2411,10980
"7693",4091,2411,2439
"7694",7323,12463,NA
"7695",1284,13655,7456
"7696",197,13619,2466
"7697",1072,6221,2461
"7698",9231,8458,6963
"7699",11821,8458,NA
"7700",2427,8749,8274
"7701",5254,11953,1848
"7702",3600,1577,7456
"7703",11488,1326,8357
"7704",10546,703,10980
"7705",10474,1176,NA
"7706",4456,9743,7373
"7707",12070,12905,14121
"7708",3716,13952,1848
"7709",4182,7787,1320
"7710",1855,12989,6516
"7711",10900,12989,6516
"7712",4246,14267,7082
"7713",11424,13533,13566
"7714",3415,1221,2935
"7715",4752,11851,NA
"7716",11409,10106,6516
"7717",2626,4283,3386
"7718",12338,14300,4207
"7719",5076,12386,NA
"7720",5722,4963,4158
"7721",8835,12355,250
"7722",13514,12917,NA
"7723",3128,5331,2466
"7724",13214,3717,7082
"7725",14314,10937,5408
"7726",9941,4139,1848
"7727",8451,14120,9136
"7728",748,14238,6963
"7729",187,7722,634
"7730",422,7722,634
"7731",5218,7985,634
"7732",8650,6956,634
"7733",5833,11023,729
"7734",3854,14155,10754
"7735",11710,14155,4546
"7736",12928,8890,13207
"7737",8798,2055,10095
"7738",13456,10366,4546
"7739",10186,1913,5340
"7740",14146,1913,7456
"7741",4884,1985,697
"7742",5435,1985,4427
"7743",9147,5556,8357
"7744",9940,8430,13566
"7745",14016,8430,13566
"7746",10265,13399,4546
"7747",9041,3960,10754
"7748",1031,4408,634
"7749",6753,12989,4050
"7750",10842,9261,4546
"7751",3548,3946,4050
"7752",12254,643,10091
"7753",5481,2022,13566
"7754",11520,14267,4427
"7755",14047,14245,7611
"7756",7822,12355,5441
"7757",4175,8022,8357
"7758",9452,6221,5441
"7759",6981,4172,4546
"7760",13060,2055,10095
"7761",3178,2858,NA
"7762",11541,9743,4050
"7763",3917,648,NA
"7764",7144,648,NA
"7765",7597,10929,11055
"7766",7578,703,5340
"7767",4844,2411,NA
"7768",5000,12905,NA
"7769",10513,13722,13500
"7770",12225,3725,5340
"7771",14264,3258,634
"7772",4624,6509,634
"7773",4997,11282,9136
"7774",11004,12917,2157
"7775",9496,3226,8355
"7776",11382,NA,4207
"7777",10523,NA,4427
"7778",9461,5475,4546
"7779",6613,NA,2878
"7780",7718,NA,10095
"7781",7045,1187,12992
"7782",8015,NA,12992
"7783",10975,11566,8241
"7784",4835,706,2905
"7785",13866,8018,4050
"7786",543,6494,4546
"7787",4449,12975,NA
"7788",12691,12975,NA
"7789",1153,9395,4546
"7790",4533,12989,8995
"7791",130,12989,4050
"7792",751,6375,729
"7793",2096,10663,4546
"7794",12949,1985,8357
"7795",7672,10106,8995
"7796",511,13613,7174
"7797",12914,8430,13339
"7798",8005,648,NA
"7799",11570,12386,4862
"7800",5249,9860,5340
"7801",13558,12709,8049
"7802",5716,8236,10369
"7803",5244,13034,7174
"7804",12090,13399,NA
"7805",765,10963,10091
"7806",13174,7218,4862
"7807",5814,578,634
"7808",6944,10929,634
"7809",11601,12529,4546
"7810",5834,8022,7174
"7811",9135,9261,729
"7812",12669,12453,4427
"7813",312,11023,685
"7814",10753,13722,10490
"7815",13704,13722,10490
"7816",5782,643,10754
"7817",9210,4963,10754
"7818",3353,1176,NA
"7819",11854,1176,NA
"7820",8093,12355,NA
"7821",2217,6221,NA
"7822",768,8458,4050
"7823",6123,3211,4546
"7824",5660,9405,1817
"7825",9298,10495,4477
"7826",11482,1830,634
"7827",7573,8890,NA
"7828",10380,5331,634
"7829",5836,NA,10490
"7830",11784,7556,634
"7831",7191,12199,4546
"7832",1751,14267,NA
"7833",3581,9743,7082
"7834",13414,13719,634
"7835",1350,10963,4477
"7836",2254,13533,10095
"7837",14137,9395,8760
"7838",8076,6177,685
"7839",7074,12529,10369
"7840",14026,706,4546
"7841",4354,706,NA
"7842",12488,8022,4862
"7843",45,8430,NA
"7844",12209,3960,685
"7845",6634,1913,685
"7846",10944,12027,4546
"7847",8559,7686,8261
"7848",2814,10929,1540
"7849",12300,9860,NA
"7850",2854,3725,4050
"7851",258,8890,2126
"7852",10068,3960,685
"7853",12801,706,4546
"7854",10811,4722,2905
"7855",9422,4963,4050
"7856",8799,5556,NA
"7857",5049,5556,NA
"7858",6094,13722,NA
"7859",11612,8671,NA
"7860",12854,3211,10369
"7861",11339,9405,6076
"7862",5537,1273,634
"7863",14090,14259,6808
"7864",1595,NA,1320
"7865",4366,706,5340
"7866",1881,9743,10831
"7867",10136,6375,4527
"7868",4131,13533,1212
"7869",10965,12529,5294
"7870",8649,12975,5527
"7871",7748,2055,10490
"7872",13457,2055,10490
"7873",6303,6177,5527
"7874",11561,13719,10831
"7875",4785,4963,5294
"7876",6002,1273,10831
"7877",6662,1273,5340
"7878",11511,10865,1484
"7879",11822,643,5294
"7880",9802,10929,1212
"7881",310,12905,2905
"7882",1674,4722,5294
"7883",5042,3211,9685
"7884",1710,10106,8019
"7885",3464,13034,8357
"7886",6736,8671,NA
"7887",10618,7787,5294
"7888",5012,7787,5294
"7889",8588,6177,13218
"7890",1882,8430,NA
"7891",1539,4722,NA
"7892",7148,12529,5294
"7893",2087,12975,11046
"7894",3427,1273,4862
"7895",946,8671,7604
"7896",12856,12905,4862
"7897",11117,12905,4862
"7898",4374,13533,NA
"7899",12006,13722,8355
"7900",10844,8771,8019
"7901",12188,12355,13586
"7902",13381,8623,697
"7903",4244,NA,13934
"7904",12761,5856,8355
"7905",11946,NA,12776
"7906",1422,1273,1212
"7907",3222,1273,1212
"7908",10908,12077,9685
"7909",2901,12077,9685
"7910",3557,8430,6136
"7911",7428,6177,4862
"7912",5296,12975,1317
"7913",2012,1260,9685
"7914",3194,12905,9368
"7915",6222,7258,4862
"7916",12406,2574,1020
"7917",11791,NA,634
"7918",8844,8294,10490
"7919",8014,12975,4862
"7920",11906,12077,NA
"7921",6928,8671,8730
"7922",10249,4722,11046
"7923",14254,6177,9368
"7924",5564,5563,8019
"7925",8164,6254,12992
"7926",13160,NA,685
"7927",12912,10963,5294
"7928",466,1260,9685
"7929",7340,12975,1212
"7930",6390,NA,5294
"7931",1655,9980,NA
"7932",3907,6498,NA
"7933",6049,11851,NA
"7934",7680,3956,NA
"7935",5096,3956,NA
"7936",4777,12591,NA
"7937",9664,1115,NA
"7938",486,1115,NA
"7939",13463,171,NA
"7940",10476,5996,NA
"7941",3744,6336,NA
"7942",8546,3047,NA
"7943",5506,3047,NA
"7944",5910,6590,NA
"7945",13638,7910,NA
"7946",13150,10875,NA
"7947",10146,8172,NA
"7948",5378,8172,NA
"7949",3721,13117,NA
"7950",3013,13117,NA
"7951",2284,10626,NA
"7952",10561,9938,NA
"7953",2716,12721,NA
"7954",6949,7619,NA
"7955",5325,7619,NA
"7956",3546,8370,NA
"7957",9734,813,NA
"7958",11267,10019,NA
"7959",5457,2996,NA
"7960",11997,7798,NA
"7961",8692,14140,NA
"7962",2634,1926,NA
"7963",12947,12159,NA
"7964",3776,9526,NA
"7965",13767,9526,NA
"7966",7232,759,685
"7967",8783,12989,4477
"7968",4334,1577,10490
"7969",6750,5556,NA
"7970",11114,1830,10369
"7971",321,13613,4546
"7972",6189,703,8760
"7973",1771,1176,NA
"7974",4734,8022,7589
"7975",8869,4963,NA
"7976",10882,643,5294
"7977",3832,4408,5294
"7978",4657,13533,4862
"7979",4605,2173,13710
"7980",8988,NA,7815
"7981",4504,3253,NA
"7982",13547,3486,NA
"7983",5243,3618,NA
"7984",7720,7652,NA
"7985",4629,8043,NA
"7986",13573,990,NA
"7987",13448,10161,NA
"7988",2499,9481,NA
"7989",11312,5164,NA
"7990",11502,1239,NA
"7991",8577,2424,NA
"7992",4238,6749,NA
"7993",4741,8611,NA
"7994",117,8271,NA
"7995",476,5392,NA
"7996",11856,2776,NA
"7997",9645,5266,NA
"7998",3403,14104,NA
"7999",11178,4809,NA
"8000",11577,14306,NA
"8001",6196,2894,NA
"8002",3150,9953,NA
"8003",6036,1327,NA
"8004",5769,1376,NA
"8005",7395,4196,NA
"8006",3791,10414,NA
"8007",838,6815,NA
"8008",9666,10784,NA
"8009",11749,348,NA
"8010",10535,10898,NA
"8011",9858,4003,NA
"8012",10334,5593,NA
"8013",10240,5004,NA
"8014",8622,7050,NA
"8015",4106,4745,NA
"8016",6412,9658,NA
"8017",12820,11751,NA
"8018",6621,4496,NA
"8019",5798,8103,NA
"8020",1163,14065,NA
"8021",7541,9806,NA
"8022",10780,10148,NA
"8023",11644,3590,NA
"8024",4267,1041,NA
"8025",3107,9973,NA
"8026",336,4974,NA
"8027",5186,10260,NA
"8028",14133,5453,NA
"8029",11061,4540,NA
"8030",156,6544,NA
"8031",8897,11590,NA
"8032",3317,8974,NA
"8033",13811,5729,NA
"8034",10163,2256,NA
"8035",12501,8300,NA
"8036",13429,1079,NA
"8037",693,12318,NA
"8038",2054,1264,NA
"8039",11714,8537,NA
"8040",9090,10171,NA
"8041",10887,4336,NA
"8042",1500,13208,NA
"8043",246,5790,NA
"8044",4372,13193,NA
"8045",12965,1040,NA
"8046",926,1485,NA
"8047",8882,9443,NA
"8048",5599,9129,NA
"8049",8866,881,NA
"8050",8391,4064,NA
"8051",13101,4747,NA
"8052",9234,6746,NA
"8053",6925,11534,NA
"8054",11256,5324,NA
"8055",12822,1323,NA
"8056",9491,170,NA
"8057",12618,131,NA
"8058",8821,10507,NA
"8059",9388,10507,NA
"8060",2406,6569,NA
"8061",11621,6569,NA
"8062",1297,13967,NA
"8063",5482,13967,NA
"8064",9713,7394,NA
"8065",13867,7394,NA
"8066",5352,7821,11820
"8067",6449,2496,7249
"8068",5773,12077,NA
"8069",11722,7821,11563
"8070",9939,7821,NA
"8071",3108,7821,4907
"8072",10668,7821,13039
"8073",8397,7821,NA
"8074",10396,7821,NA
"8075",13029,7202,NA
"8076",11411,11801,NA
"8077",12592,6226,NA
"8078",4592,6226,NA
"8079",8343,1793,NA
"8080",4999,1446,NA
"8081",11672,1795,NA
"8082",1113,8844,NA
"8083",1523,4300,NA
"8084",1718,9945,NA
"8085",1504,7202,2021
"8086",7071,NA,4801
"8087",11313,NA,1595
"8088",7371,NA,7045
"8089",2373,NA,136
"8090",4059,6226,2735
"8091",10087,NA,8164
"8092",12301,7973,7045
"8093",10466,NA,3266
"8094",8905,NA,3266
"8095",8790,NA,1595
"8096",8526,NA,10500
"8097",11386,NA,13160
"8098",11815,12913,11004
"8099",4255,NA,12052
"8100",289,NA,6437
"8101",7813,NA,3752
"8102",12119,NA,3901
"8103",8719,NA,10500
"8104",6376,NA,5436
"8105",11332,NA,10500
"8106",12033,NA,3547
"8107",2251,NA,4402
"8108",4380,NA,8004
"8109",8612,3757,8049
"8110",6898,NA,12052
"8111",10436,NA,748
"8112",11954,1793,5477
"8113",10059,NA,174
"8114",5103,NA,10500
"8115",818,1446,13566
"8116",13252,NA,3001
"8117",1773,1795,7049
"8118",12716,1795,11697
"8119",14100,NA,8004
"8120",593,9992,NA
"8121",10921,NA,8164
"8122",613,NA,10500
"8123",2645,8844,1807
"8124",13499,4300,4651
"8125",5137,9549,NA
"8126",5684,NA,10962
"8127",14207,6435,NA
"8128",13268,7202,NA
"8129",12635,1793,NA
"8130",11684,1446,NA
"8131",3241,1795,NA
"8132",867,8844,NA
"8133",3658,4300,NA
"8134",6124,NA,4801
"8135",13373,NA,7045
"8136",10245,NA,1595
"8137",1891,NA,8164
"8138",8291,NA,13160
"8139",11876,NA,4402
"8140",3153,NA,8004
"8141",6843,NA,6437
"8142",11247,NA,8015
"8143",2529,1795,7049
"8144",6039,NA,3901
"8145",381,NA,10500
"8146",3355,NA,5436
"8147",5369,NA,10500
"8148",4272,1793,5477
"8149",9046,1446,13566
"8150",7025,NA,748
"8151",1527,NA,12052
"8152",4394,NA,3547
"8153",2908,8844,NA
"8154",9468,4300,NA
"8155",9199,11801,729
"8156",7322,NA,13684
"8157",13847,6226,NA
"8158",1271,NA,7148
"8159",7438,NA,14137
"8160",8327,NA,10500
"8161",8308,NA,4801
"8162",5694,NA,7045
"8163",1764,NA,1595
"8164",6921,NA,136
"8165",5849,NA,5564
"8166",7593,NA,8164
"8167",10154,NA,7045
"8168",8366,NA,8531
"8169",10848,NA,8531
"8170",4289,NA,1595
"8171",7676,NA,10500
"8172",3344,NA,11004
"8173",7498,NA,13160
"8174",8778,NA,4402
"8175",4,NA,8004
"8176",13650,NA,6437
"8177",5845,NA,8015
"8178",1880,NA,13318
"8179",6572,NA,3901
"8180",1033,NA,10500
"8181",10203,NA,5436
"8182",9429,NA,10500
"8183",407,1793,5477
"8184",3573,NA,174
"8185",11204,2739,NA
"8186",9765,NA,3001
"8187",1217,NA,748
"8188",11078,NA,12052
"8189",12998,NA,3547
"8190",4532,NA,8004
"8191",4095,NA,10962
"8192",3669,NA,1782
"8193",4932,9448,14271
"8194",2288,NA,2920
"8195",4704,6434,5477
"8196",427,8194,8363
"8197",11196,1795,11697
"8198",4581,7749,11245
"8199",13004,1795,NA
"8200",13979,5840,4402
"8201",2847,7749,520
"8202",6545,7749,9919
"8203",8001,3612,13438
"8204",3800,5673,9919
"8205",9605,12823,842
"8206",14151,10327,6818
"8207",13232,2174,10782
"8208",8508,10342,4402
"8209",10084,7731,4402
"8210",3395,10327,4651
"8211",8542,8073,4402
"8212",531,2174,6289
"8213",4079,2951,8747
"8214",2708,13405,13438
"8215",8053,8113,11252
"8216",12046,6226,3447
"8217",5858,12823,4988
"8218",2948,5403,8733
"8219",3807,6226,5908
"8220",841,9203,NA
"8221",7544,1795,1838
"8222",5148,2174,2227
"8223",11734,10327,231
"8224",7024,5603,4402
"8225",9780,82,4402
"8226",13639,8113,2629
"8227",10716,2951,10539
"8228",9447,8867,3901
"8229",11052,229,1742
"8230",6304,2951,10539
"8231",4570,8113,NA
"8232",11951,6226,9905
"8233",2896,6226,2735
"8234",13386,10327,10571
"8235",8817,5291,12459
"8236",6191,9203,2980
"8237",11835,7749,2980
"8238",1071,8921,7262
"8239",7982,13709,4811
"8240",11115,12324,8668
"8241",13617,2174,8668
"8242",620,2174,8668
"8243",7127,1028,NA
"8244",11948,1717,520
"8245",4720,8602,8668
"8246",7770,8539,1683
"8247",10569,9650,NA
"8248",10615,1624,5908
"8249",8704,2951,6821
"8250",8899,12324,10679
"8251",471,13053,5436
"8252",11693,6226,2780
"8253",12154,9650,NA
"8254",7853,8602,304
"8255",2134,1624,10021
"8256",12531,6847,9569
"8257",6616,229,2186
"8258",6688,2174,7642
"8259",5203,2174,11686
"8260",684,8113,2186
"8261",13946,12361,968
"8262",3685,9203,13796
"8263",7781,1717,8668
"8264",7044,13025,231
"8265",8594,10327,231
"8266",11579,9137,12857
"8267",6397,2036,10568
"8268",4756,1793,4368
"8269",4167,7212,11686
"8270",13551,3478,NA
"8271",12738,2174,1623
"8272",9894,9137,7740
"8273",4625,4325,14271
"8274",1087,9650,8183
"8275",9281,13138,634
"8276",12325,2116,6516
"8277",11595,6226,8183
"8278",1278,9203,9139
"8279",9782,9203,9139
"8280",1727,1624,6522
"8281",934,8113,12652
"8282",2962,6715,7745
"8283",3927,12324,2566
"8284",3673,8602,10602
"8285",2552,1717,14223
"8286",11198,2855,7829
"8287",6083,12361,10111
"8288",3420,2036,9905
"8289",11374,9507,12549
"8290",1746,7218,13384
"8291",7501,12085,837
"8292",11014,8976,9905
"8293",10367,2174,12685
"8294",4781,6755,10675
"8295",1596,11085,10217
"8296",3576,11917,5390
"8297",12744,12094,8668
"8298",9086,9191,13565
"8299",8023,229,8341
"8300",14124,NA,174
"8301",11151,6498,1415
"8302",13930,12324,12685
"8303",13471,11917,174
"8304",12839,9650,1623
"8305",9615,1793,NA
"8306",3619,2055,8779
"8307",10677,41,3901
"8308",865,8976,2355
"8309",7656,12754,8779
"8310",8949,1624,174
"8311",1517,1717,12605
"8312",13380,1618,5390
"8313",1877,2855,6286
"8314",13417,8113,4398
"8315",3655,229,99
"8316",13353,1186,8324
"8317",11308,9507,11622
"8318",303,2036,2039
"8319",12870,13034,10217
"8320",6638,9191,14271
"8321",2842,12085,1838
"8322",11262,8383,13550
"8323",9194,6628,174
"8324",1310,6065,8183
"8325",11504,2309,3702
"8326",13018,9448,6286
"8327",10934,9703,8183
"8328",3833,14267,3137
"8329",2830,11851,9097
"8330",1165,10106,14271
"8331",13637,9203,12776
"8332",8945,9203,NA
"8333",13713,1795,6286
"8334",5139,13436,8463
"8335",9415,6755,7049
"8336",12862,1795,869
"8337",7124,NA,14271
"8338",11008,1624,6963
"8339",10365,1717,3702
"8340",7220,13952,11904
"8341",8978,10080,2039
"8342",12690,11953,14271
"8343",9060,1793,8808
"8344",3795,1793,7082
"8345",11091,2116,2944
"8346",3210,6498,14271
"8347",1631,6065,8808
"8348",13612,229,7082
"8349",4004,2036,5436
"8350",2937,8994,6516
"8351",11790,3192,2944
"8352",9951,9650,14271
"8353",10420,9650,5436
"8354",10505,12709,5390
"8355",11007,14237,14271
"8356",9534,9703,5408
"8357",6648,8867,2594
"8358",194,10929,14271
"8359",5008,8976,7456
"8360",3521,8976,6963
"8361",10521,12085,7082
"8362",9489,2309,12365
"8363",9958,9448,4695
"8364",856,2855,4695
"8365",2169,10140,5390
"8366",6455,9191,8357
"8367",1051,7760,5188
"8368",4723,12324,13318
"8369",1546,9507,4695
"8370",11388,13436,NA
"8371",2784,9203,11857
"8372",10861,1186,10711
"8373",13255,13722,6910
"8374",12927,12386,6690
"8375",8648,4829,14271
"8376",1367,7318,13821
"8377",4243,11953,11397
"8378",12263,12653,8341
"8379",13506,12622,12007
"8380",3628,6956,5436
"8381",5550,13719,5188
"8382",3870,11801,7082
"8383",9609,648,2039
"8384",7027,NA,6522
"8385",5160,3670,1020
"8386",13398,11461,4695
"8387",4762,7749,2466
"8388",2745,11994,174
"8389",10314,316,685
"8390",13220,5556,6910
"8391",6405,12168,5390
"8392",11839,3211,5390
"8393",1656,1612,174
"8394",12177,12361,2944
"8395",6692,7619,14271
"8396",475,13722,10219
"8397",13920,6498,174
"8398",2532,8994,14121
"8399",3610,316,1240
"8400",3845,11176,11397
"8401",2273,1572,10640
"8402",9175,6509,10500
"8403",7133,9191,3840
"8404",4204,2787,10219
"8405",10092,3670,11622
"8406",10269,2855,2594
"8407",6301,12709,8541
"8408",740,6919,7082
"8409",3817,1452,NA
"8410",135,12085,5390
"8411",5123,12085,5390
"8412",5384,6065,8334
"8413",6954,8430,2594
"8414",3879,4408,5477
"8415",326,7318,11242
"8416",1045,6631,11397
"8417",2289,12027,13684
"8418",6774,9777,11984
"8419",13076,8383,10754
"8420",6855,12453,8880
"8421",13882,12094,6912
"8422",1921,11754,2466
"8423",9188,12653,10179
"8424",7459,9938,2463
"8425",8373,3986,10754
"8426",13203,12091,13684
"8427",5839,10606,8925
"8428",2062,3192,NA
"8429",9377,1717,7456
"8430",607,5976,1320
"8431",1432,11461,2687
"8432",9903,7760,8995
"8433",4011,2036,2461
"8434",1155,9405,5390
"8435",4315,12094,7082
"8436",4498,5712,NA
"8437",5968,4829,NA
"8438",8838,4829,NA
"8439",9143,4682,NA
"8440",11932,11096,NA
"8441",13647,1503,NA
"8442",2927,10197,NA
"8443",74,7787,10500
"8444",1393,NA,5477
"8445",14014,5454,174
"8446",3934,10937,14271
"8447",5256,4772,4297
"8448",8603,12324,14271
"8449",4266,9743,174
"8450",7801,8383,NA
"8451",6326,2055,174
"8452",2966,8458,14271
"8453",5697,925,174
"8454",2047,229,6276
"8455",11769,7985,9556
"8456",13431,1793,NA
"8457",12474,1624,2466
"8458",11611,13719,3547
"8459",8087,13900,5436
"8460",4814,8029,4695
"8461",2789,13034,174
"8462",8082,1717,205
"8463",529,1974,NA
"8464",2519,2309,9556
"8465",4911,2309,10980
"8466",4839,3670,4546
"8467",8659,759,3135
"8468",11738,12094,5408
"8469",9428,9448,6807
"8470",12432,10937,6690
"8471",11746,8994,2466
"8472",6681,12463,8880
"8473",878,4963,2594
"8474",12532,2858,174
"8475",2101,6509,174
"8476",13084,14245,10217
"8477",3065,12653,174
"8478",6430,13399,174
"8479",2374,1186,7456
"8480",8624,9507,5408
"8481",3839,12989,4246
"8482",8201,1176,6910
"8483",14285,14267,9556
"8484",7306,1577,5154
"8485",9689,13276,722
"8486",2751,6631,11984
"8487",11208,6065,1006
"8488",8120,9703,NA
"8489",10869,9703,NA
"8490",458,5562,NA
"8491",12278,9957,NA
"8492",7157,3167,NA
"8493",13661,13964,NA
"8494",7647,7760,NA
"8495",7303,10654,NA
"8496",2143,10197,NA
"8497",3698,11084,NA
"8498",12252,2618,NA
"8499",1946,1743,NA
"8500",7598,1446,NA
"8501",3239,3986,8341
"8502",3857,1657,6276
"8503",10532,316,10219
"8504",9885,12444,NA
"8505",8426,12168,11397
"8506",7392,9184,634
"8507",8839,8022,14271
"8508",595,10942,2466
"8509",11935,13276,2466
"8510",3938,4353,3006
"8511",7886,7004,NA
"8512",5037,1657,1320
"8513",3287,10942,2466
"8514",5890,8160,8357
"8515",6816,8696,12705
"8516",670,1446,NA
"8517",8714,8359,3006
"8518",12372,5996,8541
"8519",13129,1612,2594
"8520",8189,1618,11445
"8521",10526,229,NA
"8522",1180,8370,5390
"8523",621,9650,8357
"8524",13876,9650,8357
"8525",13942,8867,3006
"8526",7083,12324,8363
"8527",1561,2116,11622
"8528",4593,1793,11622
"8529",4750,1186,NA
"8530",474,8236,7125
"8531",127,13613,5390
"8532",14272,9507,NA
"8533",8365,9703,12798
"8534",3244,8345,NA
"8535",7699,857,NA
"8536",3022,11801,12007
"8537",6140,11084,174
"8538",10244,13276,NA
"8539",7485,6956,5188
"8540",7811,12767,NA
"8541",7863,9451,7082
"8542",13953,1974,10754
"8543",8486,9432,5436
"8544",9968,13011,8541
"8545",442,3167,NA
"8546",6100,8113,11622
"8547",13923,4408,3547
"8548",10665,14238,5390
"8549",7076,NA,2039
"8550",1134,706,12007
"8551",4099,11419,11984
"8552",4847,7760,174
"8553",4631,5254,7456
"8554",7957,1624,174
"8555",6578,13276,634
"8556",13189,2029,5477
"8557",3926,1221,11984
"8558",4168,11023,174
"8559",4047,11953,6437
"8560",7170,11953,6437
"8561",4335,578,3135
"8562",11783,4283,174
"8563",4578,862,748
"8564",8845,2309,12007
"8565",8422,1577,10975
"8566",6164,8994,4546
"8567",7119,12653,174
"8568",10475,10942,5436
"8569",1497,229,12007
"8570",11680,988,634
"8571",13580,6177,174
"8572",1026,13619,174
"8573",9054,9703,11784
"8574",13556,1743,7456
"8575",5774,10654,634
"8576",7291,7686,5436
"8577",11422,5672,4546
"8578",7450,8236,11984
"8579",5949,8458,11984
"8580",11674,3986,12007
"8581",3117,3986,12007
"8582",7487,645,583
"8583",8447,2855,10091
"8584",1207,2892,9725
"8585",13118,1340,12007
"8586",14085,1340,12007
"8587",13108,4963,174
"8588",4067,7787,174
"8589",13308,9405,748
"8590",4488,4580,685
"8591",4235,9191,10754
"8592",12436,9184,5441
"8593",84,9448,4050
"8594",12125,562,6437
"8595",7645,13655,3135
"8596",9599,11530,5436
"8597",5971,8339,2687
"8598",3640,NA,4801
"8599",4825,12529,14314
"8600",7864,9507,NA
"8601",3354,10295,11984
"8602",9617,13709,5441
"8603",13242,12094,8357
"8604",4395,12094,NA
"8605",13371,2858,174
"8606",4058,1793,NA
"8607",11803,133,12007
"8608",10745,2395,5436
"8609",12037,11084,8357
"8610",6557,6065,NA
"8611",11209,8359,174
"8612",2401,11085,174
"8613",7968,2086,3135
"8614",5905,12767,NA
"8615",9888,1974,NA
"8616",6550,8029,NA
"8617",4590,12324,14314
"8618",12383,12386,11984
"8619",1234,1717,2126
"8620",8528,11801,NA
"8621",9649,1446,NA
"8622",350,7202,NA
"8623",3611,7218,11984
"8624",11950,7202,NA
"8625",9577,5562,5436
"8626",7730,8113,7456
"8627",1606,12463,174
"8628",12189,12453,748
"8629",6381,13436,5436
"8630",9800,1830,174
"8631",10042,1657,454
"8632",4344,10626,10217
"8633",10560,12335,174
"8634",6560,13980,3337
