"","id","y","time","trait","measure","family","CapAgeYears","Twin","jdateMC","birthjdateMC","PopDensMC","MumAge"
"3935",5655,155,1987,"s","LMHL","gaussian",2,0,6.24155405405406,7.00168918918919,-168.004222972973,1
"4103",266,142,1988,"s","LMHL","gaussian",1,0,9.24155405405406,-5.99831081081081,-42.004222972973,2
"3873",10920,130,1987,"s","LMHL","gaussian",2,0,5.24155405405406,-11.9983108108108,-168.004222972973,1
"4188",8095,100,1988,"s","LMHL","gaussian",1,0,10.2415540540541,-11.9983108108108,-42.004222972973,2
"4118",12809,133,1988,"s","LMHL","gaussian",1,0,12.2415540540541,-3.99831081081081,-42.004222972973,2
"3896",12211,110,1987,"s","LMHL","gaussian",2,0,6.24155405405406,1.00168918918919,-168.004222972973,1
"4771",6294,111,1992,"s","LMHL","gaussian",1,0,1.24155405405406,3.00168918918919,-178.004222972973,6
"5217",5134,173,1994,"s","LMHL","gaussian",1,0,4.24155405405406,4.00168918918919,-64.004222972973,8
"4049",11956,168,1988,"s","LMHL","gaussian",1,0,17.2415540540541,-13.9983108108108,-42.004222972973,2
"5193",7609,175,1994,"s","LMHL","gaussian",1,0,2.24155405405406,0.00168918918919303,-64.004222972973,8
"4117",3751,134,1988,"s","LMHL","gaussian",1,0,6.24155405405406,-4.99831081081081,-42.004222972973,1
"5403",7898,161,1995,"s","LMHL","gaussian",4,0,6.24155405405406,10.0016891891892,-142.004222972973,8
"4047",13765,105,1988,"s","LMHL","gaussian",1,0,12.2415540540541,-20.9983108108108,-42.004222972973,1
"5222",3471,164,1994,"s","LMHL","gaussian",1,0,4.24155405405406,6.00168918918919,-64.004222972973,7
"4530",6844,190,1991,"s","LMHL","gaussian",1,0,1.24155405405406,-17.9983108108108,-85.004222972973,4
"5379",14254,106,1995,"s","LMHL","gaussian",4,0,1.24155405405406,6.00168918918919,-142.004222972973,8
"4640",1074,192,1991,"s","LMHL","gaussian",1,0,2.24155405405406,3.00168918918919,-85.004222972973,4
"4772",6480,190,1992,"s","LMHL","gaussian",1,0,-0.758445945945937,2.00168918918919,-178.004222972973,5
"5024",8347,156,1993,"s","LMHL","gaussian",2,0,-1.75844594594594,3.00168918918919,-56.004222972973,6
"5683",11936,187,1996,"s","LMHL","gaussian",1,0,2.24155405405406,8.00168918918919,75.995777027027,9
"5902",9982,141,1997,"s","LMHL","gaussian",1,0,-2.75844594594594,10.0016891891892,42.995777027027,10
"6152",1781,162,1998,"s","LMHL","gaussian",1,0,-1.75844594594594,4.00168918918919,91.995777027027,11
"4175",13748,117,1988,"s","LMHL","gaussian",1,0,9.24155405405406,3.00168918918919,-42.004222972973,1
"5881",12011,138,1997,"s","LMHL","gaussian",1,0,-2.75844594594594,7.00168918918919,42.995777027027,10
"4162",1175,74,1988,"s","LMHL","gaussian",1,0,15.2415540540541,0.00168918918919303,-42.004222972973,1
"4641",5102,170,1991,"s","LMHL","gaussian",3,0,2.24155405405406,4.00168918918919,-85.004222972973,3
"5563",6745,152,1996,"s","LMHL","gaussian",1,0,1.24155405405406,2.00168918918919,75.995777027027,8
"6110",4461,111,1998,"s","LMHL","gaussian",1,0,-2.75844594594594,4.00168918918919,91.995777027027,10
"4546",6169,166,1991,"s","LMHL","gaussian",1,0,1.24155405405406,-10.9983108108108,-85.004222972973,2
"4936",9817,193,1993,"s","LMHL","gaussian",1,0,-1.75844594594594,-4.99831081081081,-56.004222972973,4
"6004",6029,180,1998,"s","LMHL","gaussian",1,0,-2.75844594594594,-4.99831081081081,91.995777027027,9
"6088",9719,150,1998,"s","LMHL","gaussian",1,0,0.241554054054063,2.00168918918919,91.995777027027,9
"4784",7169,174,1992,"s","LMHL","gaussian",1,0,2.24155405405406,1.00168918918919,-178.004222972973,3
"5143",3525,170,1994,"s","LMHL","gaussian",1,0,8.24155405405406,-4.99831081081081,-64.004222972973,5
"4932",5206,172,1993,"s","LMHL","gaussian",1,0,-1.75844594594594,-4.99831081081081,-56.004222972973,4
"5334",3507,108,1995,"s","LMHL","gaussian",2,0,4.24155405405406,0.00168918918919303,-142.004222972973,6
"4645",7503,183,1991,"s","LMHL","gaussian",1,0,1.24155405405406,2.00168918918919,-85.004222972973,2
"4910",388,208,1993,"s","LMHL","gaussian",2,0,1.24155405405406,-10.9983108108108,-56.004222972973,4
"5510",5007,179,1996,"s","LMHL","gaussian",1,0,0.241554054054063,-12.9983108108108,75.995777027027,7
"5151",4595,71,1994,"s","LMHL","gaussian",1,0,2.24155405405406,-4.99831081081081,-64.004222972973,5
"4443",10416,100,1990,"s","LMHL","gaussian",1,0,0.241554054054063,11.0016891891892,-209.004222972973,1
"5864",11044,146,1997,"s","LMHL","gaussian",1,0,-2.75844594594594,5.00168918918919,42.995777027027,8
"6578",13543,125,2000,"s","LMHL","gaussian",2,0,-5.75844594594594,4.00168918918919,-38.004222972973,10
"4719",12618,139,1992,"s","LMHL","gaussian",3,0,-1.75844594594594,-13.9983108108108,-178.004222972973,2
"5025",13550,168,1993,"s","LMHL","gaussian",1,0,1.24155405405406,3.00168918918919,-56.004222972973,3
"5317",12658,179,1995,"s","LMHL","gaussian",1,0,6.24155405405406,-6.99831081081081,-142.004222972973,5
"5535",8830,169,1996,"s","LMHL","gaussian",1,0,2.24155405405406,-1.99831081081081,75.995777027027,6
"5743",13920,189,1997,"s","LMHL","gaussian",1,0,1.24155405405406,-12.9983108108108,42.995777027027,7
"6029",2877,181,1998,"s","LMHL","gaussian",1,0,2.24155405405406,-3.99831081081081,91.995777027027,8
"4977",14033,191,1993,"s","LMHL","gaussian",1,0,2.24155405405406,-0.998310810810807,-56.004222972973,3
"4738",13307,145,1992,"s","LMHL","gaussian",1,0,-1.75844594594594,-4.99831081081081,-178.004222972973,2
"5528",13380,180,1996,"s","LMHL","gaussian",3,0,0.241554054054063,-1.99831081081081,75.995777027027,6
"4730",9583,121,1992,"s","LMHL","gaussian",1,0,-0.758445945945937,-7.99831081081081,-178.004222972973,2
"6143",4936,121,1998,"s","LMHL","gaussian",1,0,0.241554054054063,4.00168918918919,91.995777027027,8
"4792",8413,115,1992,"s","LMHL","gaussian",2,0,-0.758445945945937,16.0016891891892,-178.004222972973,2
"6153",1018,160,1998,"s","LMHL","gaussian",1,0,-2.75844594594594,6.00168918918919,91.995777027027,8
"6284",7793,154,1999,"s","LMHL","gaussian",3,0,-4.75844594594594,-0.998310810810807,-174.004222972973,9
"5028",662,162,1993,"s","LMHL","gaussian",1,0,3.24155405405406,2.00168918918919,-56.004222972973,3
"5184",3472,103,1994,"s","LMHL","gaussian",1,0,4.24155405405406,-1.99831081081081,-64.004222972973,4
"5918",4969,140,1997,"s","LMHL","gaussian",1,0,-2.75844594594594,7.00168918918919,42.995777027027,7
"6326",11665,94,1999,"s","LMHL","gaussian",3,0,-1.75844594594594,4.00168918918919,-174.004222972973,9
"5641",7838,167,1996,"s","LMHL","gaussian",1,0,1.24155405405406,5.00168918918919,75.995777027027,6
"5042",4905,132,1993,"s","LMHL","gaussian",1,0,3.24155405405406,6.00168918918919,-56.004222972973,3
"5114",11085,116,1994,"s","LMHL","gaussian",1,0,2.24155405405406,-12.9983108108108,-64.004222972973,4
"5134",4029,139,1994,"s","LMHL","gaussian",0,0,2.24155405405406,-6.99831081081081,-64.004222972973,4
"4558",12540,105,1991,"s","LMHL","gaussian",1,0,2.24155405405406,-7.99831081081081,-85.004222972973,1
"5324",12670,134,1995,"s","LMHL","gaussian",2,0,5.24155405405406,-2.99831081081081,-142.004222972973,5
"5533",7364,173,1996,"s","LMHL","gaussian",1,0,2.24155405405406,-1.99831081081081,75.995777027027,6
"5122",7984,190,1994,"s","LMHL","gaussian",1,0,2.24155405405406,-8.99831081081081,-64.004222972973,4
"6087",13948,183,1998,"s","LMHL","gaussian",1,0,2.24155405405406,2.00168918918919,91.995777027027,8
"5130",13236,148,1994,"s","LMHL","gaussian",1,0,2.24155405405406,-7.99831081081081,-64.004222972973,4
"4965",876,187,1993,"s","LMHL","gaussian",2,0,-1.75844594594594,-2.99831081081081,-56.004222972973,3
"4799",827,50,1992,"s","LMHL","gaussian",1,0,-1.75844594594594,73.0016891891892,-178.004222972973,2
"5150",5119,178,1994,"s","LMHL","gaussian",1,0,6.24155405405406,-4.99831081081081,-64.004222972973,4
"5689",14037,173,1996,"s","LMHL","gaussian",3,0,2.24155405405406,-0.998310810810807,75.995777027027,6
"6039",1658,107,1998,"s","LMHL","gaussian",1,0,0.241554054054063,-4.99831081081081,91.995777027027,8
"5876",2297,139,1997,"s","LMHL","gaussian",1,0,1.24155405405406,2.00168918918919,42.995777027027,7
"5532",4024,189,1996,"s","LMHL","gaussian",3,0,2.24155405405406,-1.99831081081081,75.995777027027,6
"6162",2750,125,1998,"s","LMHL","gaussian",1,0,-2.75844594594594,5.00168918918919,91.995777027027,8
"5750",11541,163,1997,"s","LMHL","gaussian",1,0,-2.75844594594594,-8.99831081081081,42.995777027027,7
"6258",2483,169,1999,"s","LMHL","gaussian",1,0,-4.75844594594594,-14.9983108108108,-174.004222972973,9
"5564",4363,139,1996,"s","LMHL","gaussian",1,0,1.24155405405406,3.00168918918919,75.995777027027,5
"5393",4272,117,1995,"s","LMHL","gaussian",1,0,1.24155405405406,8.00168918918919,-142.004222972973,4
"5923",320,89,1997,"s","LMHL","gaussian",1,0,-2.75844594594594,7.00168918918919,42.995777027027,6
"5662",6102,169,1996,"s","LMHL","gaussian",1,0,0.241554054054063,0.00168918918919303,75.995777027027,5
"6032",8657,185,1998,"s","LMHL","gaussian",1,0,0.241554054054063,-3.99831081081081,91.995777027027,7
"6700",6417,115,2001,"s","LMHL","gaussian",0,0,-6.75844594594594,-4.99831081081081,151.995777027027,10
"6079",484,175,1998,"s","LMHL","gaussian",0,0,2.24155405405406,-0.998310810810807,91.995777027027,7
"5605",5354,170,1996,"s","LMHL","gaussian",1,0,1.24155405405406,8.00168918918919,75.995777027027,5
"5029",8646,127,1993,"s","LMHL","gaussian",1,0,3.24155405405406,3.00168918918919,-56.004222972973,2
"6097",12542,149,1998,"s","LMHL","gaussian",1,0,-2.75844594594594,3.00168918918919,91.995777027027,7
"5365",1841,184,1995,"s","LMHL","gaussian",2,0,1.24155405405406,4.00168918918919,-142.004222972973,4
"5634",4210,140,1996,"s","LMHL","gaussian",1,0,0.241554054054063,7.00168918918919,75.995777027027,5
"5145",7139,164,1994,"s","LMHL","gaussian",1,0,4.24155405405406,-5.99831081081081,-64.004222972973,3
"6095",3823,181,1998,"s","LMHL","gaussian",1,0,-2.75844594594594,3.00168918918919,91.995777027027,6
"6315",4809,96,1999,"s","LMHL","gaussian",0,0,-4.75844594594594,3.00168918918919,-174.004222972973,7
"5809",9764,86,1997,"s","LMHL","gaussian",1,0,1.24155405405406,-0.998310810810807,42.995777027027,5
"5681",2410,92,1996,"s","LMHL","gaussian",1,0,2.24155405405406,0.00168918918919303,75.995777027027,4
"5801",2376,157,1997,"s","LMHL","gaussian",1,0,3.24155405405406,-0.998310810810807,42.995777027027,5
"6182",8643,165,1998,"s","LMHL","gaussian",1,0,2.24155405405406,17.0016891891892,91.995777027027,6
"5231",6546,131,1994,"s","LMHL","gaussian",0,0,4.24155405405406,11.0016891891892,-64.004222972973,2
"5999",2334,194,1998,"s","LMHL","gaussian",1,0,4.24155405405406,-7.99831081081081,91.995777027027,6
"5586",13985,162,1996,"s","LMHL","gaussian",3,0,1.24155405405406,5.00168918918919,75.995777027027,4
"5762",12117,168,1997,"s","LMHL","gaussian",2,0,3.24155405405406,-4.99831081081081,42.995777027027,5
"6725",13210,90,2001,"s","LMHL","gaussian",1,0,-4.75844594594594,-7.99831081081081,151.995777027027,9
"5033",2571,95,1993,"s","LMHL","gaussian",1,0,2.24155405405406,4.00168918918919,-56.004222972973,1
"5895",14079,154,1997,"s","LMHL","gaussian",1,0,-2.75844594594594,4.00168918918919,42.995777027027,5
"6129",1097,185,1998,"s","LMHL","gaussian",1,0,4.24155405405406,2.00168918918919,91.995777027027,6
"6699",4313,126,2001,"s","LMHL","gaussian",1,0,-6.75844594594594,3.00168918918919,151.995777027027,9
"5626",1896,188,1996,"s","LMHL","gaussian",1,0,1.24155405405406,6.00168918918919,75.995777027027,4
"5845",13331,126,1997,"s","LMHL","gaussian",1,0,0.241554054054063,3.00168918918919,42.995777027027,5
"5539",3352,132,1996,"s","LMHL","gaussian",1,0,2.24155405405406,-0.998310810810807,75.995777027027,4
"5396",4402,160,1995,"s","LMHL","gaussian",4,0,5.24155405405406,8.00168918918919,-142.004222972973,3
"5636",567,120,1996,"s","LMHL","gaussian",1,0,2.24155405405406,14.0016891891892,75.995777027027,4
"6734",4458,150,2001,"s","LMHL","gaussian",1,0,-4.75844594594594,1.00168918918919,151.995777027027,9
"4989",3377,110,1993,"s","LMHL","gaussian",1,0,-1.75844594594594,-2.99831081081081,-56.004222972973,1
"7890",7828,92,2004,"s","LMHL","gaussian",1,0,-1.75844594594594,0.00168918918919303,171.995777027027,12
"5897",1735,157,1997,"s","LMHL","gaussian",1,0,-2.75844594594594,3.00168918918919,42.995777027027,5
"5880",11894,102,1997,"s","LMHL","gaussian",1,0,0.241554054054063,6.00168918918919,42.995777027027,4
"5607",10411,167,1996,"s","LMHL","gaussian",1,0,0.241554054054063,6.00168918918919,75.995777027027,3
"5866",13880,129,1997,"s","LMHL","gaussian",2,0,1.24155405405406,4.00168918918919,42.995777027027,4
"5211",13830,57,1994,"s","LMHL","gaussian",1,0,2.24155405405406,-5.99831081081081,-64.004222972973,1
"6531",2649,156,2000,"s","LMHL","gaussian",2,0,-0.758445945945937,-2.99831081081081,-38.004222972973,7
"6054",14015,162,1998,"s","LMHL","gaussian",1,0,0.241554054054063,-2.99831081081081,91.995777027027,5
"7696",1112,144,2003,"s","LMHL","gaussian",2,0,1.24155405405406,4.00168918918919,-5.00422297297297,10
"5792",1321,162,1997,"s","LMHL","gaussian",1,0,-2.75844594594594,-1.99831081081081,42.995777027027,4
"5832",3964,112,1997,"s","LMHL","gaussian",1,0,1.24155405405406,1.00168918918919,42.995777027027,4
"5826",7664,116,1997,"s","LMHL","gaussian",1,0,-2.75844594594594,0.00168918918919303,42.995777027027,4
"5613",11162,170,1996,"s","LMHL","gaussian",1,0,0.241554054054063,7.00168918918919,75.995777027027,3
"6015",2331,190,1998,"s","LMHL","gaussian",1,0,0.241554054054063,-3.99831081081081,91.995777027027,5
"5512",5408,175,1996,"s","LMHL","gaussian",1,0,1.24155405405406,-4.99831081081081,75.995777027027,3
"5825",11731,140,1997,"s","LMHL","gaussian",2,0,-2.75844594594594,1.00168918918919,42.995777027027,4
"6321",8336,170,1999,"s","LMHL","gaussian",3,0,3.24155405405406,3.00168918918919,-174.004222972973,6
"8045",3230,97,2004,"s","LMHL","gaussian",1,0,-1.75844594594594,-2.99831081081081,171.995777027027,11
"5538",19,151,1996,"s","LMHL","gaussian",1,0,5.24155405405406,-0.998310810810807,75.995777027027,3
"5855",12884,184,1997,"s","LMHL","gaussian",1,0,1.24155405405406,3.00168918918919,42.995777027027,4
"5841",9031,155,1997,"s","LMHL","gaussian",1,0,1.24155405405406,0.00168918918919303,42.995777027027,4
"5882",11172,164,1997,"s","LMHL","gaussian",1,0,1.24155405405406,8.00168918918919,42.995777027027,4
"6165",10622,148,1998,"s","LMHL","gaussian",1,0,0.241554054054063,8.00168918918919,91.995777027027,5
"6118",2732,169,1998,"s","LMHL","gaussian",1,0,0.241554054054063,3.00168918918919,91.995777027027,5
"6755",1113,134,2001,"s","LMHL","gaussian",1,0,-3.75844594594594,3.00168918918919,151.995777027027,8
"5837",6643,168,1997,"s","LMHL","gaussian",1,0,-2.75844594594594,2.00168918918919,42.995777027027,4
"5926",13669,120,1997,"s","LMHL","gaussian",2,0,-2.75844594594594,8.00168918918919,42.995777027027,4
"6345",10767,134,1999,"s","LMHL","gaussian",2,0,-4.75844594594594,7.00168918918919,-174.004222972973,6
"6150",8672,140,1998,"s","LMHL","gaussian",1,0,-2.75844594594594,7.00168918918919,91.995777027027,5
"6275",446,124,1999,"s","LMHL","gaussian",3,0,3.24155405405406,-3.99831081081081,-174.004222972973,5
"8041",10460,133,2004,"s","LMHL","gaussian",1,0,-1.75844594594594,-2.99831081081081,171.995777027027,10
"6324",1297,139,1999,"s","LMHL","gaussian",3,0,-2.75844594594594,2.00168918918919,-174.004222972973,5
"5550",7087,174,1996,"s","LMHL","gaussian",1,0,1.24155405405406,1.00168918918919,75.995777027027,2
"5548",437,170,1996,"s","LMHL","gaussian",3,0,1.24155405405406,1.00168918918919,75.995777027027,2
"6541",8668,189,2000,"s","LMHL","gaussian",1,0,-3.75844594594594,0.00168918918919303,-38.004222972973,6
"5755",6986,105,1997,"s","LMHL","gaussian",1,0,-2.75844594594594,-6.99831081081081,42.995777027027,3
"6500",6306,122,2000,"s","LMHL","gaussian",2,0,-5.75844594594594,-2.99831081081081,-38.004222972973,6
"6309",13290,169,1999,"s","LMHL","gaussian",1,0,-0.758445945945937,-1.99831081081081,-174.004222972973,5
"6748",11643,56,2001,"s","LMHL","gaussian",1,0,-3.75844594594594,-2.99831081081081,151.995777027027,6
"6764",1081,96,2001,"s","LMHL","gaussian",0,0,-0.758445945945937,-3.99831081081081,151.995777027027,6
"5919",1981,148,1997,"s","LMHL","gaussian",1,0,-2.75844594594594,2.00168918918919,42.995777027027,2
"6310",984,173,1999,"s","LMHL","gaussian",1,0,-4.75844594594594,1.00168918918919,-174.004222972973,4
"6504",8456,134,2000,"s","LMHL","gaussian",2,0,-5.75844594594594,-1.99831081081081,-38.004222972973,5
"6675",11552,127,2001,"s","LMHL","gaussian",1,0,-0.758445945945937,-7.99831081081081,151.995777027027,6
"7691",11904,181,2003,"s","LMHL","gaussian",1,0,-1.75844594594594,3.00168918918919,-5.00422297297297,8
"6009",10222,170,1998,"s","LMHL","gaussian",1,0,2.24155405405406,-3.99831081081081,91.995777027027,3
"6019",7156,130,1998,"s","LMHL","gaussian",1,0,-2.75844594594594,-3.99831081081081,91.995777027027,3
"5818",128,106,1997,"s","LMHL","gaussian",1,0,-2.75844594594594,-1.99831081081081,42.995777027027,2
"5557",801,99,1996,"s","LMHL","gaussian",1,0,2.24155405405406,1.00168918918919,75.995777027027,1
"5828",1632,105,1997,"s","LMHL","gaussian",2,0,-2.75844594594594,-0.998310810810807,42.995777027027,2
"6570",977,172,2000,"s","LMHL","gaussian",2,0,-3.75844594594594,-3.99831081081081,-38.004222972973,5
"8022",9189,83,2004,"s","LMHL","gaussian",1,0,6.24155405405406,-2.99831081081081,171.995777027027,9
"7407",6008,105,2001,"s","LMHL","gaussian",1,0,-1.75844594594594,-0.998310810810807,151.995777027027,6
"5627",9515,56,1996,"s","LMHL","gaussian",1,0,1.24155405405406,3.00168918918919,75.995777027027,1
"6107",5811,173,1998,"s","LMHL","gaussian",1,0,0.241554054054063,2.00168918918919,91.995777027027,3
"6051",7412,169,1998,"s","LMHL","gaussian",1,0,-1.75844594594594,-0.998310810810807,91.995777027027,3
"7875",11021,148,2004,"s","LMHL","gaussian",1,0,-1.75844594594594,-2.99831081081081,171.995777027027,9
"5645",13340,48,1996,"s","LMHL","gaussian",1,0,1.24155405405406,13.0016891891892,75.995777027027,1
"6057",7173,137,1998,"s","LMHL","gaussian",1,0,-2.75844594594594,-0.998310810810807,91.995777027027,3
"6679",11946,104,2001,"s","LMHL","gaussian",1,0,-6.75844594594594,-9.99831081081081,151.995777027027,6
"6021",13749,136,1998,"s","LMHL","gaussian",1,0,0.241554054054063,-4.99831081081081,91.995777027027,3
"7964",13681,99,2004,"s","LMHL","gaussian",1,0,-1.75844594594594,6.00168918918919,171.995777027027,9
"6581",302,85,2000,"s","LMHL","gaussian",1,0,-3.75844594594594,5.00168918918919,-38.004222972973,5
"6526",1846,61,2000,"s","LMHL","gaussian",2,0,-0.758445945945937,-3.99831081081081,-38.004222972973,5
"7699",2137,184,2003,"s","LMHL","gaussian",1,0,4.24155405405406,12.0016891891892,-5.00422297297297,7
"6085",7909,143,1998,"s","LMHL","gaussian",1,0,0.241554054054063,0.00168918918919303,91.995777027027,2
"6445",5086,135,2000,"s","LMHL","gaussian",2,0,-3.75844594594594,-14.9983108108108,-38.004222972973,4
"6756",10104,148,2001,"s","LMHL","gaussian",1,0,-3.75844594594594,3.00168918918919,151.995777027027,5
"6109",3715,145,1998,"s","LMHL","gaussian",1,0,-2.75844594594594,3.00168918918919,91.995777027027,2
"7946",6879,67,2004,"s","LMHL","gaussian",1,0,-1.75844594594594,4.00168918918919,171.995777027027,8
"8431",5604,142,2006,"s","LMHL","gaussian",1,0,-5.75844594594594,1.00168918918919,-32.004222972973,10
"6179",9996,89,1998,"s","LMHL","gaussian",1,0,0.241554054054063,4.00168918918919,91.995777027027,2
"7605",2204,132,2003,"s","LMHL","gaussian",1,0,-1.75844594594594,9.00168918918919,-5.00422297297297,7
"6128",12742,110,1998,"s","LMHL","gaussian",1,0,-2.75844594594594,2.00168918918919,91.995777027027,2
"9006",11203,121,2008,"s","LMHL","gaussian",1,0,-7.75844594594594,8.00168918918919,67.995777027027,12
"6010",4115,170,1998,"s","LMHL","gaussian",1,0,4.24155405405406,-4.99831081081081,91.995777027027,2
"7552",7926,133,2003,"s","LMHL","gaussian",2,0,-1.75844594594594,1.00168918918919,-5.00422297297297,7
"6169",11608,70,1998,"s","LMHL","gaussian",1,0,0.241554054054063,6.00168918918919,91.995777027027,2
"6341",8425,105,1999,"s","LMHL","gaussian",3,0,-2.75844594594594,5.00168918918919,-174.004222972973,3
"6705",6790,73,2001,"s","LMHL","gaussian",1,0,-6.75844594594594,-3.99831081081081,151.995777027027,5
"6533",4830,161,2000,"s","LMHL","gaussian",2,0,-0.758445945945937,-0.998310810810807,-38.004222972973,3
"7204",7816,91,2002,"s","LMHL","gaussian",3,0,3.24155405405406,0.00168918918919303,-164.004222972973,5
"7147",3299,41,2002,"s","LMHL","gaussian",3,0,3.24155405405406,-13.9983108108108,-164.004222972973,5
"8725",4322,62,2007,"s","LMHL","gaussian",1,0,-4.75844594594594,5.00168918918919,-52.004222972973,10
"6706",13551,177,2001,"s","LMHL","gaussian",1,0,-6.75844594594594,-3.99831081081081,151.995777027027,4
"8126",9865,143,2005,"s","LMHL","gaussian",1,0,5.24155405405406,-6.99831081081081,-94.004222972973,8
"7856",12938,165,2004,"s","LMHL","gaussian",1,0,-1.75844594594594,-3.99831081081081,171.995777027027,7
"6786",3481,179,2001,"s","LMHL","gaussian",1,0,15.2415540540541,2.00168918918919,151.995777027027,4
"6542",4209,149,2000,"s","LMHL","gaussian",1,0,-3.75844594594594,1.00168918918919,-38.004222972973,3
"7154",3458,145,2002,"s","LMHL","gaussian",3,0,3.24155405405406,-7.99831081081081,-164.004222972973,4
"6678",8937,163,2001,"s","LMHL","gaussian",1,0,-6.75844594594594,-5.99831081081081,151.995777027027,3
"7179",10826,68,2002,"s","LMHL","gaussian",3,0,3.24155405405406,-1.99831081081081,-164.004222972973,4
"8423",9354,67,2006,"s","LMHL","gaussian",1,0,-2.75844594594594,-0.998310810810807,-32.004222972973,8
"6767",14134,158,2001,"s","LMHL","gaussian",1,0,-0.758445945945937,-4.99831081081081,151.995777027027,2
"6715",13791,103,2001,"s","LMHL","gaussian",1,0,-4.75844594594594,-0.998310810810807,151.995777027027,2
"6727",5107,118,2001,"s","LMHL","gaussian",1,0,-4.75844594594594,-3.99831081081081,151.995777027027,2
"6778",4143,90,2001,"s","LMHL","gaussian",1,0,6.24155405405406,-4.99831081081081,151.995777027027,2
"7886",12830,128,2004,"s","LMHL","gaussian",1,0,1.24155405405406,-0.998310810810807,171.995777027027,5
"6783",8705,104,2001,"s","LMHL","gaussian",1,0,10.2415540540541,-0.998310810810807,151.995777027027,2
"7202",8035,129,2002,"s","LMHL","gaussian",3,0,3.24155405405406,-4.99831081081081,-164.004222972973,3
"8862",1600,166,2008,"s","LMHL","gaussian",1,0,-0.758445945945937,-6.99831081081081,67.995777027027,9
"8183",13140,154,2005,"s","LMHL","gaussian",1,0,-2.75844594594594,1.00168918918919,-94.004222972973,6
"8306",2717,171,2005,"s","LMHL","gaussian",1,0,-0.758445945945937,17.0016891891892,-94.004222972973,6
"6753",11977,92,2001,"s","LMHL","gaussian",1,0,-3.75844594594594,-6.99831081081081,151.995777027027,2
"6747",7134,171,2001,"s","LMHL","gaussian",1,0,-3.75844594594594,-0.998310810810807,151.995777027027,2
"8726",2017,53,2007,"s","LMHL","gaussian",1,0,-4.75844594594594,3.00168918918919,-52.004222972973,8
"9252",324,168,2009,"s","LMHL","gaussian",1,0,-1.75844594594594,-5.99831081081081,117.995777027027,10
"6785",4512,121,2001,"s","LMHL","gaussian",1,0,14.2415540540541,-7.99831081081081,151.995777027027,2
"6758",7419,165,2001,"s","LMHL","gaussian",0,0,-3.75844594594594,-2.99831081081081,151.995777027027,2
"8137",4847,70,2005,"s","LMHL","gaussian",1,0,-0.758445945945937,-3.99831081081081,-94.004222972973,6
"7803",7264,182,2004,"s","LMHL","gaussian",1,0,-1.75844594594594,-7.99831081081081,171.995777027027,4
"8641",11111,109,2007,"s","LMHL","gaussian",5,0,-4.75844594594594,-1.99831081081081,-52.004222972973,7
"7693",10740,119,2003,"s","LMHL","gaussian",2,0,4.24155405405406,5.00168918918919,-5.00422297297297,3
"8396",10391,111,2006,"s","LMHL","gaussian",1,0,-2.75844594594594,-2.99831081081081,-32.004222972973,6
"10241",3787,65,2011,"s","LMHL","gaussian",1,0,-3.75844594594594,-3.99831081081081,149.995777027027,11
"6688",8567,35,2001,"s","LMHL","gaussian",1,0,-13.7584459459459,-3.99831081081081,151.995777027027,1
"9164",3740,94,2009,"s","LMHL","gaussian",1,0,-2.75844594594594,-8.99831081081081,117.995777027027,9
"7534",5694,178,2003,"s","LMHL","gaussian",2,0,1.24155405405406,-1.99831081081081,-5.00422297297297,3
"8375",3553,171,2006,"s","LMHL","gaussian",1,0,-5.75844594594594,-5.99831081081081,-32.004222972973,6
"9477",6082,124,2010,"s","LMHL","gaussian",1,0,-4.75844594594594,-6.99831081081081,172.995777027027,10
"7560",1485,156,2003,"s","LMHL","gaussian",1,0,4.24155405405406,2.00168918918919,-5.00422297297297,3
"7846",6171,106,2004,"s","LMHL","gaussian",1,0,-1.75844594594594,-4.99831081081081,171.995777027027,4
"8426",13011,120,2006,"s","LMHL","gaussian",1,0,2.24155405405406,0.00168918918919303,-32.004222972973,6
"8929",2988,63,2008,"s","LMHL","gaussian",1,0,-7.75844594594594,-2.99831081081081,67.995777027027,8
"8222",6341,139,2005,"s","LMHL","gaussian",1,0,-2.75844594594594,4.00168918918919,-94.004222972973,5
"8480",11565,129,2006,"s","LMHL","gaussian",1,0,-5.75844594594594,2.00168918918919,-32.004222972973,6
"8153",693,160,2005,"s","LMHL","gaussian",1,0,-2.75844594594594,-1.99831081081081,-94.004222972973,5
"9320",2440,130,2009,"s","LMHL","gaussian",1,0,-1.75844594594594,-7.99831081081081,117.995777027027,9
"7939",12544,132,2004,"s","LMHL","gaussian",1,0,-1.75844594594594,1.00168918918919,171.995777027027,4
"8198",10262,92,2005,"s","LMHL","gaussian",1,0,-2.75844594594594,2.00168918918919,-94.004222972973,5
"8446",13998,132,2006,"s","LMHL","gaussian",1,0,-5.75844594594594,2.00168918918919,-32.004222972973,6
"7935",2191,160,2004,"s","LMHL","gaussian",1,0,-1.75844594594594,0.00168918918919303,171.995777027027,4
"8550",8889,124,2006,"s","LMHL","gaussian",1,0,2.24155405405406,6.00168918918919,-32.004222972973,6
"8034",411,84,2004,"s","LMHL","gaussian",1,0,-1.75844594594594,14.0016891891892,171.995777027027,4
"7496",1602,179,2003,"s","LMHL","gaussian",1,0,-1.75844594594594,-9.99831081081081,-5.00422297297297,2
