"","LambAugWeight","Sur1","ID","Sex","Twin","jdateMC","PopDensMC","birthjdateMC","BirthYear"
"11082",14.4,0,157,2,1,0.0316205533596872,46.7549407114624,-0.407760141093476,2013
"11902",10.4,1,11906,1,1,-5.96837944664031,-16.2450592885376,6.59223985890652,2014
"12834",11.05,0,6138,1,1,-2.96837944664031,29.7549407114624,3.59223985890652,2017
"11150",12.7,0,7471,2,1,-2.96837944664031,46.7549407114624,7.59223985890652,2013
"11151",13.5,0,13341,2,1,0.0316205533596872,46.7549407114624,7.59223985890652,2013
"11903",9.6,0,13706,2,1,-5.96837944664031,-16.2450592885376,13.5922398589065,2014
"11904",8.3,0,13044,1,1,-5.96837944664031,-16.2450592885376,13.5922398589065,2014
"12897",8.05,0,9284,2,1,0.0316205533596872,29.7549407114624,9.59223985890652,2017
"11085",12.25,0,8370,2,1,0.0316205533596872,46.7549407114624,0.592239858906524,2013
"11086",10.65,0,2699,1,1,-2.96837944664031,46.7549407114624,0.592239858906524,2013
"12305",8.7,0,8028,2,1,-7.96837944664031,14.7549407114624,8.59223985890652,2015
"12306",8.2,0,2969,1,1,-7.96837944664031,14.7549407114624,8.59223985890652,2015
"12627",12.2,0,8072,2,1,0.0316205533596872,-54.2450592885376,12.5922398589065,2016
"10317",10.9,0,10545,2,1,-3.96837944664031,150.754940711462,-0.407760141093476,2011
"11787",15.25,0,9152,2,1,4.03162055335969,-16.2450592885376,-0.407760141093476,2014
"12863",9.75,0,13480,2,1,5.03162055335969,29.7549407114624,4.59223985890652,2017
"12864",6.7,0,12069,1,1,5.03162055335969,29.7549407114624,4.59223985890652,2017
"12221",11.25,0,4736,1,1,0.0316205533596872,14.7549407114624,4.59223985890652,2015
"12222",7.4,0,5948,1,1,0.0316205533596872,14.7549407114624,4.59223985890652,2015
"12319",14.1,1,1023,1,1,-4.96837944664031,14.7549407114624,10.5922398589065,2015
"12162",10.3,0,9626,2,1,-7.96837944664031,14.7549407114624,8.59223985890652,2015
"12163",8.95,0,8661,1,1,-7.96837944664031,14.7549407114624,8.59223985890652,2015
"12574",10.9,1,4964,2,1,0.0316205533596872,-54.2450592885376,6.59223985890652,2016
"12573",9.8,1,3926,1,1,0.0316205533596872,-54.2450592885376,6.59223985890652,2016
"11890",14.8,0,12611,2,1,0.0316205533596872,-16.2450592885376,4.59223985890652,2014
"12316",7.65,0,6313,2,1,2.03162055335969,14.7549407114624,6.59223985890652,2015
"11030",10.3,1,9698,1,1,-2.96837944664031,46.7549407114624,-4.40776014109348,2013
"11029",9.55,0,13223,1,1,-2.96837944664031,46.7549407114624,-4.40776014109348,2013
"11756",9.8,1,313,1,1,-5.96837944664031,-16.2450592885376,-3.40776014109348,2014
"12204",8.3,0,2934,1,1,-7.96837944664031,14.7549407114624,1.59223985890652,2015
"12205",7.8,0,11852,2,1,-7.96837944664031,14.7549407114624,1.59223985890652,2015
"12792",8.25,0,4296,1,1,-2.96837944664031,29.7549407114624,-0.407760141093476,2017
"12793",7.25,0,7699,1,1,-2.96837944664031,29.7549407114624,-0.407760141093476,2017
"11842",9.65,0,13777,2,1,-2.96837944664031,-16.2450592885376,1.59223985890652,2014
"11076",11.55,1,9662,1,1,-2.96837944664031,46.7549407114624,-2.40776014109348,2013
"11077",12.4,0,772,2,1,-2.96837944664031,46.7549407114624,-2.40776014109348,2013
"11839",9.3,0,4019,2,1,-5.96837944664031,-16.2450592885376,0.592239858906524,2014
"11840",7.1,0,2776,1,1,-5.96837944664031,-16.2450592885376,0.592239858906524,2014
"11043",10.3,0,131,1,1,-2.96837944664031,46.7549407114624,-3.40776014109348,2013
"11040",10.1,0,14307,2,1,-2.96837944664031,46.7549407114624,-3.40776014109348,2013
"11041",10.3,0,4196,1,1,-2.96837944664031,46.7549407114624,-3.40776014109348,2013
"11050",10.05,0,11343,2,1,-2.96837944664031,46.7549407114624,-4.40776014109348,2013
"11051",11,0,7585,1,1,-2.96837944664031,46.7549407114624,-4.40776014109348,2013
"11838",9.4,0,7451,1,1,-5.96837944664031,-16.2450592885376,1.59223985890652,2014
"11835",10.8,1,638,1,1,-5.96837944664031,-16.2450592885376,2.59223985890652,2014
"11834",10.9,0,13571,2,1,-5.96837944664031,-16.2450592885376,2.59223985890652,2014
"12178",14.05,0,3407,2,1,-7.96837944664031,14.7549407114624,-0.407760141093476,2015
"12528",9.6,0,3303,1,1,0.0316205533596872,-54.2450592885376,3.59223985890652,2016
"12529",12.3,0,66,2,1,0.0316205533596872,-54.2450592885376,3.59223985890652,2016
